id,all_txn_cnt,all_net_sum,all_net_mean,all_net_std,all_abs_mean,all_abs_p50,all_abs_p90,all_abs_max,all_abs_min,all_in_cnt,all_in_sum,all_in_mean,all_out_cnt,all_out_sum,all_out_mean,all_out_in_ratio,all_avg_ticket,all_large_cnt_ratio,all_wknd_ratio,all_night_ratio,all_active_days,all_avg_gap_days,all_days_since_last,win30d_txn_cnt,win30d_net_sum,win30d_net_mean,win30d_net_std,win30d_abs_mean,win30d_abs_p50,win30d_abs_p90,win30d_abs_max,win30d_abs_min,win30d_in_cnt,win30d_in_sum,win30d_in_mean,win30d_out_cnt,win30d_out_sum,win30d_out_mean,win30d_out_in_ratio,win30d_avg_ticket,win30d_large_cnt_ratio,win30d_wknd_ratio,win30d_night_ratio,win30d_active_days,win30d_avg_gap_days,win30d_days_since_last,win60d_txn_cnt,win60d_net_sum,win60d_net_mean,win60d_net_std,win60d_abs_mean,win60d_abs_p50,win60d_abs_p90,win60d_abs_max,win60d_abs_min,win60d_in_cnt,win60d_in_sum,win60d_in_mean,win60d_out_cnt,win60d_out_sum,win60d_out_mean,win60d_out_in_ratio,win60d_avg_ticket,win60d_large_cnt_ratio,win60d_wknd_ratio,win60d_night_ratio,win60d_active_days,win60d_avg_gap_days,win60d_days_since_last,win90d_txn_cnt,win90d_net_sum,win90d_net_mean,win90d_net_std,win90d_abs_mean,win90d_abs_p50,win90d_abs_p90,win90d_abs_max,win90d_abs_min,win90d_in_cnt,win90d_in_sum,win90d_in_mean,win90d_out_cnt,win90d_out_sum,win90d_out_mean,win90d_out_in_ratio,win90d_avg_ticket,win90d_large_cnt_ratio,win90d_wknd_ratio,win90d_night_ratio,win90d_active_days,win90d_avg_gap_days,win90d_days_since_last
18,55,32861.74,597.4861818181818,2946.067242726901,1313.8167272727273,315.8,6052.4560000000065,9487.5,1.86,6.0,52560.83,8760.138333333334,49.0,19699.09,402.0222448979592,0.3747865092622246,1313.8167272727273,0.10909090710743806,0.2727272727272727,1.0,45,3.2777777777777777,2710,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
20,82,12836.13,156.5381707317073,2198.6592788659923,950.5693902439025,295.625,2336.4690000000014,8099.08,0.0,6.0,45391.41,7565.235000000001,73.0,32555.28,445.9627397260274,0.7172123535991234,950.5693902439025,0.08536585261748961,0.2926829268292683,1.0,72,2.1481481481481484,2678,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
21,60,-140.4699999999997,-2.3411666666666613,915.7267509990224,450.09383333333335,267.13,448.5960000000001,3624.07,4.22,4.0,13432.58,3358.145,56.0,13573.05,242.37589285714284,1.0104574101914556,450.09383333333335,0.0,0.31666666666666665,1.0,55,2.8813559322033897,2439,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
22,64,4983.0599999999995,77.86031249999999,1256.1407164412306,624.98875,261.94,2555.3110000000047,3945.25,9.01,6.0,22491.17,3748.528333333333,58.0,17508.11,301.8639655172414,0.7784437181001058,624.98875,0.062499999023437516,0.28125,1.0,51,2.507936507936508,2797,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
23,27,6762.919999999999,250.47851851851848,1616.2275699168295,775.0674074074074,272.07,2930.592000000005,4901.42,5.02,3.0,13844.869999999999,4614.956666666666,24.0,7081.95,295.08125,0.5115215960488237,775.0674074074074,0.11111110699588492,0.3333333333333333,1.0,25,6.8076923076923075,2005,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
25,77,714.6399999999988,9.281038961038947,1364.2930104121451,668.4672727272728,324.55,1525.092000000002,4738.32,1.47,6.0,26093.309999999998,4348.884999999999,71.0,25378.670000000002,357.4460563380282,0.9726121369434307,668.4672727272728,0.09090908972845338,0.24675324675324675,1.0,70,2.486842105263158,2156,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
26,35,-1107.3400000000006,-31.638285714285733,1219.4171256877214,577.4348571428571,360.08,510.52799999999996,5274.36,6.24,2.0,9551.439999999999,4775.719999999999,33.0,10658.78,322.99333333333334,1.1159343511432902,577.4348571428571,0.057142855510204135,0.3142857142857143,1.0,32,4.705882352941177,2654,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
27,35,-852.5399999999995,-24.3582857142857,1074.0876466084949,508.29085714285713,261.88,501.094,4395.52,50.95,2.0,8468.82,4234.41,33.0,9321.36,282.4654545454546,1.1006680976687817,508.29085714285713,0.057142855510204135,0.2857142857142857,1.0,35,5.205882352941177,3325,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
28,29,2878.1699999999996,99.24724137931034,880.3548556483044,442.1037931034483,241.85,827.2819999999986,2706.93,2.72,3.0,7849.59,2616.53,26.0,4971.42,191.20846153846153,0.6333349893901038,442.1037931034483,0.0,0.3448275862068966,1.0,27,4.892857142857143,2806,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
29,63,6064.43,96.26079365079366,2048.6105449140964,1034.2207936507937,335.19,3605.728000000003,6700.17,12.9,6.0,35610.17,5935.028333333333,57.0,29545.74,518.3463157894737,0.8296994931271123,1034.2207936507937,0.11111110934744271,0.2857142857142857,1.0,58,2.693548387096774,2628,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
30,83,29308.030000000002,353.1087951807229,2347.9061000370552,893.899156626506,262.89,741.8319999999997,9010.0,1.74,6.0,51750.83,8625.138333333334,77.0,22442.8,291.46493506493505,0.4336703391919768,893.899156626506,0.07228915575555234,0.3132530120481928,1.0,71,2.1219512195121952,1492,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
31,99,-11115.46,-112.27737373737372,1116.256653669029,557.1812121212122,280.73,1157.2100000000037,4014.63,0.29,6.0,22022.74,3670.456666666667,93.0,33138.2,356.3247311827957,1.504726478108322,557.1812121212122,0.04040403999591879,0.29292929292929293,1.0,93,1.9081632653061225,3711,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
33,82,-2603.7499999999995,-31.7530487804878,1331.0296746668262,648.1186585365854,267.515,2116.6050000000027,4599.38,0.92,6.0,25270.989999999998,4211.831666666666,76.0,27874.74,366.77289473684215,1.103033161696355,648.1186585365854,0.07317073081499109,0.2804878048780488,1.0,73,2.1604938271604937,3200,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
34,60,-5963.52,-99.39200000000001,1385.098733430893,670.5726666666667,259.53,2182.5600000000027,4448.75,2.53,4.0,17135.42,4283.855,56.0,23098.94,412.4810714285714,1.3480229838925442,670.5726666666667,0.09999999833333337,0.35,1.0,56,3.1186440677966103,3745,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
36,68,-1440.3699999999997,-21.181911764705877,1500.9472726370466,778.5104411764705,313.29499999999996,3422.7120000000004,4518.75,2.44,6.0,25749.17,4291.528333333333,62.0,27189.54,438.5409677419355,1.0559385020543988,778.5104411764705,0.08823529282006923,0.2647058823529412,1.0,62,2.716417910447761,2894,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
37,41,-934.2400000000005,-22.786341463414644,883.7647905572957,391.2009756097561,210.62,404.94,4174.5,7.76,2.0,7552.5,3776.25,39.0,8486.74,217.60871794871795,1.123699437123641,391.2009756097561,0.024390243307555043,0.2926829268292683,1.0,40,4.6,4018,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
38,68,17917.3,263.48970588235295,2386.8803625115343,1070.5729411764707,305.6,3498.2110000000016,7978.67,1.65,6.0,45358.13,7559.688333333333,62.0,27440.829999999998,442.5940322580645,0.6049815104678041,1070.5729411764707,0.10294117495674743,0.2647058823529412,1.0,61,2.716417910447761,2894,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
39,105,10768.72,102.55923809523809,1806.565370059299,720.0249523809523,290.44,494.8900000000001,7901.46,0.8,6.0,43185.67,7197.611666666667,99.0,32416.95,327.4439393939394,0.7506413585629066,720.0249523809523,0.05714285659863946,0.2761904761904762,1.0,81,1.8269230769230769,2339,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
40,40,-1219.5200000000002,-30.488000000000007,1025.1984056086724,456.88800000000003,248.88,518.979,4575.2,0.0,2.0,8528.0,4264.0,37.0,9747.52,263.4464864864865,1.1430018760385785,456.88800000000003,0.04999999875000003,0.25,1.0,39,4.333333333333333,2013,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
41,61,6729.049999999999,110.3122950819672,1309.643604558626,677.0739344262296,329.48,722.17,4565.53,5.03,6.0,24015.28,4002.5466666666666,55.0,17286.23,314.2950909090909,0.7198013098027672,677.0739344262296,0.09836065412523519,0.3114754098360656,1.0,52,3.1333333333333333,3802,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
42,101,7704.6900000000005,76.2840594059406,1611.271147069405,656.6020792079207,258.52,667.91,6541.5,1.44,6.0,37010.75,6168.458333333333,95.0,29306.06,308.48484210526317,0.791825618211146,656.6020792079207,0.059405940005881785,0.2871287128712871,1.0,85,1.59,2860,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
43,50,12820.35,256.407,2187.1655028698397,1020.3434,289.41999999999996,4091.299000000003,7151.88,8.45,5.0,31918.760000000002,6383.752,45.0,19098.41,424.4091111111111,0.5983443592232798,1020.3434,0.11999999760000006,0.26,1.0,47,3.122448979591837,2826,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
44,81,-385.33999999999924,-4.757283950617275,1076.1169083294485,537.1432098765432,283.14,510.56,3980.08,1.09,6.0,21561.63,3593.605,75.0,21946.97,292.6262666666667,1.0178715616111642,537.1432098765432,0.024691357719859783,0.37037037037037035,1.0,73,2.275,2955,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
45,35,6894.09,196.97400000000002,1201.349505233471,595.274,295.09,1992.9460000000036,3734.33,11.66,4.0,13864.34,3466.085,31.0,6970.25,224.84677419354838,0.5027466146601464,595.274,0.028571427755102068,0.2857142857142857,1.0,31,5.088235294117647,2192,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
46,38,277.5699999999997,7.304473684210518,1571.5519881378361,650.2955263157895,291.65999999999997,500.7610000000001,6852.0,0.57,2.0,12494.4,6247.2,36.0,12216.83,339.3563888888889,0.9777844473541919,650.2955263157895,0.05263157756232691,0.2631578947368421,1.0,37,4.756756756756757,3259,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
51,68,-8198.14,-120.56088235294116,811.3433939373494,488.44705882352946,284.605,1517.6860000000024,3133.75,0.0,6.0,12508.130000000001,2084.6883333333335,61.0,20706.27,339.4470491803279,1.655424911505123,488.44705882352946,0.0,0.2647058823529412,1.0,60,2.582089552238806,913,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
52,57,9228.66,161.9063157894737,2015.4917578451023,935.8242105263158,324.22,3329.599999999999,6669.83,5.14,5.0,31285.32,6257.064,52.0,22056.66,424.16653846153844,0.7050162823744486,935.8242105263158,0.10526315604801481,0.3157894736842105,1.0,49,3.125,1915,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
53,41,1860.7899999999993,45.385121951219496,1713.8176509187347,662.2124390243903,301.94,493.01,7261.5,2.8,2.0,14505.75,7252.875,39.0,12644.96,324.2297435897436,0.8717205245594525,662.2124390243903,0.048780486615110086,0.3902439024390244,1.0,38,4.175,2042,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
57,45,-13235.2,-294.11555555555555,1138.3583571361069,549.3822222222223,259.11,511.612,5743.5,1.45,1.0,5743.5,5743.5,44.0,18978.7,431.33409090909095,3.3043788624872676,549.3822222222223,0.022222221728395074,0.28888888888888886,1.0,43,4.2272727272727275,2678,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
58,71,8697.16,122.49521126760563,1814.4137109906953,861.4307042253521,316.93,2122.57,6198.29,0.0,6.0,34929.37,5821.561666666667,61.0,26232.21,430.0362295081967,0.7510072468884778,861.4307042253521,0.08450704106328112,0.28169014084507044,1.0,62,2.4571428571428573,1918,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
59,45,5043.249999999999,112.07222222222221,1423.972986056153,736.1944444444445,297.27,3460.82,4265.62,11.53,5.0,19086.0,3817.2,40.0,14042.75,351.06875,0.7357618149043402,736.1944444444445,0.06666666518518523,0.28888888888888886,1.0,41,4.25,2950,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
62,75,25002.29,333.3638666666667,2556.5633885919788,1069.5470666666668,331.74,2485.820000000004,9033.33,1.15,6.0,52609.16,8768.193333333335,69.0,27606.87,400.0995652173913,0.5247540542269681,1069.5470666666668,0.07999999893333334,0.25333333333333335,1.0,67,2.27027027027027,1958,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
64,67,5831.789999999998,87.04164179104475,1588.0526219857286,789.5392537313433,313.8,2348.9079999999994,5258.4,0.0,6.0,29365.46,4894.243333333333,57.0,23533.67,412.8714035087719,0.8014064822821979,789.5392537313433,0.08955223746936959,0.2835820895522388,1.0,58,2.590909090909091,4542,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,,0.0,0.0,,,,,,,,0.0,0.0,,0.0,0.0,,,,0.0,,,0.0,,
