id,time,direction,amount
73539,1147824000,0,43.08016689715792
73539,1147824000,1,192.82252834422653
73539,1147910400,0,247.8747603073949
73539,1147219200,1,344.6179208467131
73539,1147737600,1,73.70063366727678
73539,1147132800,1,406.50351744741147
73539,1148083200,0,270.8279311720964
73539,1146787200,1,445.6347333659758
73539,1146700800,1,270.8279311720964
73539,1146614400,1,506.5543587144152
73539,1146528000,0,260.33909446629013
73539,1146355200,1,222.9360717215845
73539,1146182400,1,1375.1672006264491
73539,1146182400,0,279.9128501250383
73539,1146096000,1,1067.3335914930217
73539,1146096000,0,846.908426858963
73539,1146009600,1,600.2383853181905
73539,1158710400,1,399.1428757348755
73539,1146873600,1,240.4880865037416
73539,1148083200,1,32.1414479694879
73539,1158624000,0,336.1812862747152
73539,1148169600,0,414.1671167603957
73539,1151280000,0,889.9851605625992
73539,1151280000,1,538.0033856710015
73539,1151366400,1,95.412776188159
73539,1151452800,1,1053.003085099176
73539,1151452800,0,839.4794590952031
73539,1151539200,0,666.1434556226965
73539,1151625600,1,1156.958463466532
73539,1151625600,0,1573.3627000102097
73539,1151193600,0,240.6867390279984
73539,1151712000,0,414.1671167603957
73539,1156291200,1,335.11485882034964
73539,1156291200,0,230.62133530229
73539,1151798400,1,483.2751661878747
73539,1156204800,0,240.6098074524864
73539,1156204800,1,393.5889159247206
73539,1156118400,1,541.1626305338218
73539,1156032000,1,1229.1352305320447
73539,1156032000,0,659.1957188799604
73539,1151712000,1,202.3326081539477
73539,1155945600,1,700.4672604112733
73539,1151193600,1,107.69347518527027
73539,1151020800,0,179.23869116809513
73539,1156377600,0,506.82531132632346
73539,1156377600,1,259.99752280988
73539,1149984000,1,537.0840898296212
73539,1149984000,0,541.5047222419487
73539,1150070400,1,267.2453941500078
73539,1150156800,1,260.33909446629013
73539,1150243200,1,331.04928399455014
73539,1150243200,0,1.2887659440243668
73539,1151020800,1,237.21092843109665
73539,1150416000,0,570.1779265458922
73539,1150502400,0,240.6098074524864
73539,1150502400,1,145.07768797582003
73539,1150588800,1,251.22085760651044
73539,1150588800,0,265.7877759759579
73539,1150675200,1,781.6388253299237
73539,1150675200,0,307.71730897823466
73539,1150934400,1,155.84142807383532
73539,1150934400,0,286.5948421618425
73539,1150416000,1,545.1921256023257
73539,1156464000,0,197.79291107642047
73539,1155859200,1,1266.5413958844233
73539,1151971200,0,107.69347518527027
73539,1154736000,1,349.65806180796284
73539,1154822400,1,273.0904372194445
73539,1154822400,0,287.94497146943456
73539,1154908800,1,265.7877759759579
73539,1154995200,1,433.81040976648535
73539,1154995200,0,547.7051700430529
73539,1155081600,1,107.69347518527027
73539,1155254400,0,301.7077109139928
73539,1154736000,0,298.5061550366024
73539,1155340800,0,60.518595538807496
73539,1155427200,1,369.59348034413824
73539,1155600000,1,260.33909446629013
73539,1155600000,0,260.33909446629013
73539,1155686400,0,617.7081160691217
73539,1155859200,0,678.5444881537464
73539,1155772800,0,22.41663550464368
73539,1155772800,1,610.7870221720169
73539,1155686400,1,247.8747603073949
73539,1155340800,1,662.0131933997429
73539,1151884800,1,240.6098074524864
73539,1154649600,1,270.8279311720964
73539,1154563200,1,136.66768373246956
73539,1151971200,1,752.8600597974292
73539,1152057600,1,124.60973186877244
73539,1152316800,0,179.23869116809513
73539,1152316800,1,179.23869116809513
73539,1152835200,1,197.950270778018
73539,1152921600,0,309.45642907944074
73539,1152921600,1,215.1771957142328
73539,1153094400,1,248.5579917974196
73539,1154563200,0,173.39247264244264
73539,1153267200,0,124.60973186877244
73539,1153699200,0,230.98143809728404
73539,1153699200,1,228.7886158572516
73539,1153785600,0,310.54722643774863
73539,1153785600,1,310.54722643774863
73539,1154044800,1,96.83831866817124
73539,1154131200,1,1455.9790903757194
73539,1154217600,1,666.4439222683923
73539,1154217600,0,468.015426495472
73539,1153267200,1,261.29730262446395
73539,1156464000,1,824.9096405659141
73539,1150848000,1,149.47947831160351
73539,1156723200,0,211.7059288591276
73539,1158969600,1,2232.057678789461
73539,1158969600,0,284.04395161257884
73539,1159056000,1,520.6921019902167
73539,1159142400,1,310.22689211762395
73539,1159142400,0,472.0450233254177
73539,1159228800,1,502.8489218466228
73539,1159315200,0,222.9360717215845
73539,1159401600,0,196.51801866137728
73539,1159574400,1,329.5118951857676
73539,1159747200,1,414.1671167603957
73539,1159833600,0,414.1671167603957
73539,1159920000,1,721.1376485454466
73539,1159920000,0,265.94455126192884
73539,1160006400,1,150.2732040176724
73539,1160092800,1,189.29898249958816
73539,1160179200,0,193.53847654538123
73539,1160179200,1,95.412776188159
73539,1160352000,1,329.7212909691655
73539,1160438400,0,329.7212909691655
73539,1160438400,1,298.5061550366024
73539,1160524800,0,298.5061550366024
73539,1158883200,1,705.0029647811538
73539,1158883200,0,982.4530708991844
73539,1158796800,1,274.1571252837924
73539,1149811200,1,103.42880547152782
73539,1148256000,0,555.9303459494397
73539,1148256000,1,362.8198590894915
73539,1148342400,1,901.2183965466064
73539,1148342400,0,304.7742035257256
73539,1148428800,0,260.33909446629013
73539,1148428800,1,260.33909446629013
73539,1148515200,1,541.3150171757798
73539,1148515200,0,567.8931246188694
73539,1148601600,0,346.2031586913804
73539,1148601600,1,482.66193601037145
73539,1156723200,1,71.17586213013962
73539,1148688000,1,286.02148966471907
73539,1148774400,0,574.5257879486192
73539,1148774400,1,939.2233290298389
73539,1148947200,1,222.9360717215845
73539,1148947200,0,222.9360717215845
73539,1149292800,0,301.7077109139928
73539,1149292800,1,751.8687111813808
73539,1149379200,1,83.71351054603402
73539,1149465600,0,265.7877759759579
73539,1149465600,1,265.94455126192884
73539,1149638400,1,76.64623107655105
73539,1148688000,0,539.1159624890888
73539,1160870400,1,395.0589746737455
73539,1160784000,1,42.91020993272032
73539,1161043200,1,349.81582910615805
73539,1157760000,1,42.91020993272032
73539,1157760000,0,179.23869116809513
73539,1157846400,0,324.4409355923925
73539,1157932800,1,324.2098884723253
73539,1158019200,1,286.9330161196755
73539,1158105600,1,172.26698578151252
73539,1157673600,1,842.0323166638315
73539,1158105600,0,197.79291107642047
73539,1158537600,1,42.91020993272032
73539,1158624000,1,601.3642379959776
73539,1161475200,0,1.2887659440243668
73539,1161302400,1,254.40305291799908
73539,1161216000,0,254.40305291799908
73539,1161216000,1,55.85533923932154
73539,1158451200,1,60.518595538807496
73539,1161129600,1,899.722018451404
73539,1157673600,0,325.5857576690361
73539,1157587200,1,1390.6257796891307
73539,1156809600,1,290.2298419274069
73539,1156896000,0,211.7059288591276
73539,1156896000,1,214.9333508031324
73539,1156982400,1,140.10686145579348
73539,1156982400,0,355.75187065444914
73539,1157068800,1,197.950270778018
73539,1157587200,0,512.2161855503172
73539,1157155200,0,293.8395494503057
73539,1157241600,1,260.33909446629013
73539,1157328000,1,95.412776188159
73539,1157328000,0,107.69347518527027
73539,1157414400,0,179.23869116809513
73539,1157414400,1,185.29763027117784
73539,1157500800,1,948.8121234131468
73539,1157155200,1,321.7570208702188
73539,1161129600,0,375.73737127590687
73539,1148169600,1,1046.6816815157722
73539,1160870400,0,238.2579360968887
73541,1250380800,0,9500.4
73541,1257724800,1,427.71
73541,1257552000,1,58.22
73541,1257379200,1,183.97
73541,1253750400,1,1307.97
73541,1253750400,1,321.53
73541,1253836800,1,150.71
73541,1257206400,1,262.72
73541,1257033600,1,64.14
73541,1256860800,1,25.47
73541,1256515200,1,131.25
73541,1256342400,1,1307.97
73541,1256169600,1,252.03
73541,1255996800,1,253.4
73541,1255651200,0,9783.15
73541,1254441600,1,398.0
73541,1258329600,0,9159.15
73541,1258588800,1,201.96
73541,1262044800,1,383.08
73541,1259107200,1,489.18
73541,1253923200,1,288.53
73541,1250726400,1,330.36
73541,1251072000,1,308.77
73541,1251417600,1,309.53
73541,1251936000,1,12.18
73541,1253059200,1,610.68
73541,1253059200,0,10717.2
73541,1250553600,1,121.68
73541,1253145600,1,311.73
73541,1261526400,1,1307.97
73541,1261440000,1,261.04
73541,1261353600,1,211.61
73541,1261180800,1,100.27
73541,1260921600,0,10421.77
73541,1260921600,1,326.28
73541,1259884800,1,183.94
73541,1261785600,1,298.69
73541,1254096000,1,121.11
73541,1263600000,1,891.51
73541,1263945600,1,124.5
73541,1265328000,1,287.2
73541,1265155200,1,0.65
73541,1264982400,1,332.83
73541,1264291200,1,115.95
73541,1263772800,1,173.86
73541,1264118400,1,257.94
73543,1266624000,1,244.61
73543,1259193600,1,509.46
73543,1253318400,1,463.11
73543,1267574400,1,271.44
73543,1259020800,1,235.88
73543,1258848000,1,102.93
73543,1258675200,1,74.31
73543,1258502400,1,457.2
73543,1258329600,0,15284.75
73543,1258329600,1,505.02
73543,1258070400,1,207.33
73543,1257897600,1,321.71
73543,1257379200,1,1.04
73543,1256688000,1,501.21
73543,1256515200,1,6.04
73543,1256342400,1,102.0
73543,1256169600,1,79.81
73543,1255996800,1,350.27
73543,1255910400,1,460.16
73543,1259366400,1,108.43
73543,1259539200,1,40.36
73543,1253059200,1,285.26
73543,1259884800,1,509.29
73543,1266278400,0,16570.12
73543,1266278400,1,18.74
73543,1265155200,1,371.16
73543,1264982400,1,250.91
73543,1264809600,1,484.99
73543,1264464000,1,294.86
73543,1264291200,1,339.34
73543,1263945600,1,381.08
73543,1263772800,1,167.21
73543,1263686400,1,451.3
73543,1263600000,1,324.09
73543,1262736000,1,129.5
73543,1262131200,1,303.72
73543,1261094400,1,392.08
73543,1261094400,1,454.25
73543,1260921600,0,14769.62
73543,1260921600,1,497.3
73543,1260057600,1,503.71
73543,1259712000,1,171.61
73544,1193097600,1,304.37
73544,1193270400,1,245.66
73544,1193356800,1,5.83
73544,1193443200,1,1313.24
73544,1194048000,1,171.23
73544,1194825600,1,35.89
73544,1197417600,1,52.62
73544,1197417600,0,7708.0
73544,1192147200,0,7716.88
73544,1192406400,1,347.1
73544,1192147200,1,306.1
73544,1190419200,1,317.18
73544,1189728000,1,63.52
73544,1197936000,1,342.21
73544,1189555200,0,6557.95
73544,1188864000,1,171.23
73544,1192924800,1,147.8
73544,1189728000,1,217.47
73544,1199491200,1,351.77
73544,1198713600,1,294.68
73544,1199232000,1,171.23
73544,1200441600,1,147.19
73544,1200528000,1,213.34
73544,1200960000,1,354.26
73544,1201392000,1,178.17
73545,1152921600,1,284.86398393348003
73545,1146009600,0,600.8119898132588
73545,1146009600,1,768.1315923302984
73545,1145923200,1,94.00486269078893
73545,1146096000,1,217.0230356142112
73545,1146355200,1,326.8913688215626
73545,1146355200,0,327.82501333408743
73545,1146441600,1,102.04858189293918
73545,1146614400,1,90.18153578029596
73545,1146873600,0,233.18574770208684
73545,1146873600,1,233.2195119326604
73545,1146960000,1,124.60973186877244
73545,1146960000,0,124.60973186877244
73545,1146182400,1,32.1414479694879
73545,1145923200,0,190.825552376318
73545,1160956800,1,63.37421623553895
73545,1161302400,1,300.5464080353448
73545,1161302400,0,179.23869116809513
73545,1147219200,1,32.1414479694879
73545,1160956800,0,63.37421623553895
73545,1160870400,1,182.9306572448104
73545,1160784000,0,157.5639358578097
73545,1160784000,1,234.2101669343608
73545,1160697600,1,297.14468293059133
73545,1160697600,0,197.79291107642047
73545,1160006400,0,601.6405219541131
73545,1160006400,1,601.6405219541131
73545,1159920000,1,76.64623107655105
73545,1159833600,0,222.9360717215845
73545,1159833600,1,901.8317560713742
73545,1161475200,0,313.272902652075
73545,1159574400,1,32.812735394991165
73545,1161475200,1,166.8032972744859
73545,1147305600,1,391.1859492932641
73545,1150588800,1,286.1689534533785
73545,1150416000,1,327.82501333408743
73545,1150416000,0,564.4648147010469
73545,1150243200,1,349.1468798724558
73545,1150156800,0,193.0260122350708
73545,1149984000,1,42.91020993272032
73545,1149897600,1,285.9645665234831
73545,1149379200,1,151.40116564188662
73545,1149292800,1,32.1414479694879
73545,1149120000,0,151.4395773265471
73545,1148947200,1,326.7135851628313
73545,1148947200,0,326.7135851628313
73545,1148860800,0,507.0637045021825
73545,1148860800,1,512.3882535921649
73545,1148342400,0,313.272902652075
73545,1150761600,0,313.272902652075
73545,1150761600,1,312.6998089455608
73545,1150848000,1,42.91020993272032
73545,1150934400,0,33.500454984015626
73545,1147478400,0,193.0260122350708
73545,1147564800,0,322.48374095691725
73545,1147564800,1,284.86398393348003
73545,1147651200,1,310.8846855332978
73545,1147910400,0,179.23869116809513
73545,1147910400,1,179.23869116809513
73545,1148083200,0,597.4881141878906
73545,1147305600,0,381.72356702552736
73545,1151625600,1,93.92922638407232
73545,1151539200,1,545.0114230894112
73545,1151366400,1,261.2223127772941
73545,1151366400,0,258.30443155632094
73545,1151107200,1,303.2918684054513
73545,1151020800,0,527.5572857720489
73545,1151020800,1,406.92050170210535
73545,1150934400,1,33.500454984015626
73545,1151539200,0,452.4347452028599
73545,1159574400,0,162.8402386493546
73545,1158796800,1,32.1414479694879
73545,1159315200,1,327.2222007562172
73545,1155340800,1,632.9583667030806
73545,1155340800,0,453.1932160307836
73545,1155427200,0,264.2131977728794
73545,1155427200,1,705.0914011757403
73545,1155513600,0,124.60973186877244
73545,1155513600,1,124.60973186877244
73545,1155254400,0,192.85412156449345
73545,1155772800,1,912.8442410227408
73545,1156118400,0,301.7077109139928
73545,1156118400,1,301.7077109139928
73545,1156204800,0,313.272902652075
73545,1156291200,0,265.15686559212526
73545,1156291200,1,782.7675161909301
73545,1156377600,1,124.60973186877244
73545,1155772800,0,323.7456941776504
73545,1156377600,0,124.60973186877244
73545,1154995200,1,141.66061839632445
73545,1154649600,1,89.55374985665571
73545,1153008000,1,400.8183066507388
73545,1153008000,0,240.6098074524864
73545,1153440000,0,313.272902652075
73545,1153526400,1,42.91020993272032
73545,1153612800,0,420.9663778373453
73545,1153612800,1,552.3739726704132
73545,1154995200,0,141.66061839632445
73545,1153699200,0,327.82501333408743
73545,1153958400,0,284.04395161257884
73545,1154044800,1,524.6842798979831
73545,1154131200,1,426.13703113173074
73545,1154131200,0,32.1414479694879
73545,1154217600,0,179.23869116809513
73545,1154563200,1,222.9360717215845
73545,1153785600,1,1078.0792473818124
73545,1159315200,0,327.82501333408743
73545,1156723200,0,327.82501333408743
73545,1156809600,1,117.01767432394196
73545,1158537600,1,339.66637377583567
73545,1152230400,1,117.01767432394196
73545,1152144000,1,222.9360717215845
73545,1152144000,0,222.9360717215845
73545,1152057600,1,405.4006805969416
73545,1152057600,0,179.23869116809513
73545,1158537600,0,339.66637377583567
73545,1151971200,1,869.9005769713692
73545,1151884800,0,166.8032972744859
73545,1151884800,1,722.6796419517831
73545,1151798400,1,224.8845064774533
73545,1151798400,0,264.92110571990133
73545,1151712000,1,60.518595538807496
73545,1152835200,0,224.99556953398127
73545,1151971200,0,427.09287922966814
73545,1156723200,1,326.8913688215626
73545,1158451200,1,72.6354021751566
73545,1158278400,0,154.0557562476333
73545,1156982400,0,458.999895014852
73545,1156982400,1,226.91943509422345
73545,1157068800,0,369.1004947027058
73545,1152748800,1,32.1414479694879
73545,1157155200,0,119.4434560106208
73545,1157241600,0,300.5464080353448
73545,1158364800,1,343.55155016334254
73545,1157241600,1,459.6414971629311
73545,1157414400,0,327.82501333408743
73545,1157414400,1,327.82501333408743
73545,1158019200,0,298.5061550366024
73545,1158105600,0,222.9360717215845
73545,1158105600,1,924.3232870890124
73545,1158278400,1,211.7059288591276
73545,1157328000,1,373.3149702100336
73545,1157068800,1,749.7848026287609
73545,1148169600,1,529.4120852440934
73545,1148342400,1,448.175409246416
73546,1229385600,1,73.95
73546,1226793600,0,3997.81
73546,1227139200,1,326.81
73546,1227398400,1,257.89
73546,1227571200,1,232.02
73546,1227744000,1,512.73
73546,1227830400,1,385.38
73546,1228089600,1,302.88
73546,1229558400,1,3552.31
73546,1229731200,1,164.7
73546,1229904000,1,289.21
73546,1230249600,1,316.53
73546,1230768000,1,256.23
73546,1231113600,1,240.61
73546,1232064000,1,215.54
73546,1230422400,1,305.68
73546,1232582400,1,509.44
73546,1241913600,1,372.1
73546,1241740800,1,2978.03
73546,1241568000,1,338.76
73546,1240876800,1,334.14
73546,1240531200,1,323.3
73546,1232236800,1,6.31
73546,1238889600,1,286.81
73546,1238284800,1,774.68
73546,1239840000,1,79.37
73546,1237161600,1,9.5
73546,1236038400,1,14.6
73546,1235692800,1,782.44
73546,1234742400,1,57.38
73546,1233619200,1,58.01
73546,1233100800,1,790.21
73550,1182902400,1,482.35
73550,1183420800,1,318.99
73550,1183939200,1,198.65
73550,1183680000,1,71.95
73550,1183420800,1,451.53
73550,1183161600,1,122.83
73550,1184198400,1,29.08
73550,1182643200,1,509.61
73550,1181865600,1,479.94
73550,1181865600,1,0.0
73550,1181779200,1,0.0
73550,1181606400,1,14.76
73550,1180828800,1,318.99
73550,1180137600,1,3464.7
73550,1178928000,0,5186.04
73550,1184198400,0,4525.12
73550,1182384000,1,315.95
73550,1184371200,1,249.81
73550,1186876800,0,5191.54
73550,1184544000,1,346.22
73550,1184457600,1,0.0
73550,1190764800,1,462.98
73550,1190592000,1,9.33
73550,1190851200,1,85.28
73550,1189987200,1,297.44
73550,1189728000,1,411.63
73550,1189641600,1,32.53
73550,1189296000,1,477.77
73550,1190160000,1,339.06
73550,1188604800,1,265.32
73550,1188086400,1,117.26
73550,1187395200,1,299.66
73550,1185753600,1,506.69
73550,1185235200,1,7.14
73550,1188777600,1,391.51
73550,1184716800,1,318.08
73552,1191456000,1,194.99
73552,1191715200,1,413.39
73552,1191542400,1,440.03
73552,1191369600,1,451.59
73552,1191024000,1,506.58
73552,1190851200,1,272.73
73552,1190678400,1,357.44
73552,1190505600,1,198.24
73552,1191196800,1,149.16
73552,1192579200,1,238.04
73552,1195257600,0,6254.95
73552,1192752000,1,156.91
73552,1193184000,1,249.61
73552,1193788800,1,3044.8
73552,1194393600,1,4.63
73552,1194048000,1,193.63
73552,1195257600,1,13.88
73552,1195862400,1,39.83
73552,1196467200,1,185.21
73552,1197072000,1,307.29
73552,1190332800,1,473.48
73552,1192579200,0,6178.91
73552,1190160000,1,205.98
73552,1185667200,1,15.35
73552,1189987200,1,311.5
73552,1184716800,1,72.78
73552,1184630400,0,6327.76
73552,1189987200,0,6157.65
73552,1181088000,1,200.46
73552,1182038400,1,406.9
73552,1182038400,0,5924.38
73552,1182297600,1,133.42
73552,1182556800,1,465.11
73552,1183075200,1,408.94
73552,1183334400,1,300.1
73552,1183593600,1,181.66
73552,1183852800,1,276.73
73552,1184112000,1,296.48
73552,1183680000,1,199.09
73552,1184630400,1,381.21
73552,1184803200,1,303.3
73552,1184889600,1,308.88
73552,1182816000,1,59.39
73552,1185062400,1,330.26
73552,1184976000,1,248.21
73552,1188864000,1,196.36
73552,1189123200,1,2564.14
73552,1188518400,1,293.75
73552,1187913600,1,17.32
73552,1187308800,0,6965.05
73552,1186272000,1,197.73
73552,1185926400,1,97.77
73552,1187308800,1,27.92
73552,1185753600,1,3052.83
73552,1185580800,1,265.55
73552,1185494400,1,7.01
73552,1185408000,1,270.91
73552,1185321600,1,313.28
73552,1185235200,1,1358.59
73552,1185840000,1,2719.0
73552,1185148800,1,319.27
73554,1172361600,1,451.92
73554,1174003200,1,261.49
73554,1173657600,1,338.79
73554,1173657600,0,13587.5
73554,1172534400,1,338.25
73554,1173139200,1,393.72
73554,1172966400,1,332.8
73554,1174003200,1,243.3
73554,1173052800,1,169.53
73554,1174089600,1,85.01
73554,1177632000,1,314.46
73554,1174694400,1,48.71
73554,1175040000,1,1537.62
73554,1175385600,1,174.91
73554,1175731200,1,223.77
73554,1175644800,1,169.53
73554,1176336000,1,271.29
73554,1176336000,0,13612.5
73554,1178236800,1,169.53
73554,1178928000,1,3935.48
73554,1172188800,1,324.2
73554,1174348800,1,321.44
73554,1172016000,1,289.57
73554,1172707200,1,35.14
73554,1171670400,1,336.13
73554,1168732800,1,316.28
73554,1168646400,1,271.33
73554,1168560000,1,73.31
73554,1168473600,0,12517.5
73554,1168473600,1,2110.75
73554,1167868800,1,169.53
73554,1178928000,0,12993.75
73554,1180828800,1,169.53
73554,1181606400,1,218.28
73554,1171843200,1,179.75
73554,1182038400,1,197.18
73554,1182470400,1,328.93
73554,1182902400,1,339.75
73554,1183334400,1,297.63
73554,1183766400,1,260.09
73554,1168819200,1,399.61
73554,1168905600,1,264.13
73554,1181606400,0,13986.25
73554,1169078400,1,345.27
73554,1168992000,1,477.25
73554,1171324800,1,306.34
73554,1171152000,0,12280.0
73554,1171497600,1,1725.3
73554,1171152000,1,128.05
73554,1169856000,1,292.19
73554,1169769600,1,150.76
73554,1169683200,1,513.77
73554,1170460800,1,169.53
73554,1169596800,1,41.77
73554,1169510400,1,338.57
73554,1169424000,1,67.44
73554,1169337600,1,341.04
73554,1169251200,1,500.74
73554,1169164800,1,57.43
73555,1045353600,1,484.32
73555,1041033600,1,152.37
73555,1041724800,1,2698.14
73555,1042848000,1,377.77
73555,1043193600,1,35.27
73555,1043366400,1,3621.32
73555,1043625600,1,152.37
73555,1044057600,1,130.55
73555,1043884800,1,463.67
73555,1045699200,1,350.77
73555,1046217600,1,112.46
73555,1040860800,1,300.86
73555,1045353600,0,6713.27
73555,1046217600,1,152.37
73555,1043712000,1,237.83
73555,1039996800,0,6537.44
73555,1038355200,1,410.42
73555,1038873600,1,414.3
73555,1037750400,1,491.25
73555,1037664000,1,241.65
73555,1037404800,1,212.34
73555,1037404800,0,6809.33
73555,1037836800,1,382.91
73555,1046822400,1,330.33
73555,1037836800,1,76.07
73555,1037923200,1,270.75
73555,1038009600,1,404.64
73555,1038182400,1,292.33
73555,1038268800,1,272.31
73555,1038441600,1,152.37
73555,1038528000,1,109.88
73555,1038614400,1,63.82
73555,1038787200,1,274.72
73555,1039996800,1,277.88
73555,1047168000,1,739.98
73555,1044576000,1,219.89
73555,1048464000,1,306.07
73555,1048809600,1,152.37
73555,1049068800,1,212.42
73555,1049673600,1,264.9
73555,1050537600,1,289.56
73555,1050537600,0,5828.11
73555,1051142400,1,217.21
73555,1051401600,1,152.37
73555,1047859200,1,121.09
73556,1153612800,1,121.24076239339875
73556,1153440000,1,246.3971523722436
73556,1153267200,1,224.3043912250019
73556,1152921600,0,266.18540182841133
73556,1152835200,0,280.27164031268467
73556,1152748800,0,280.27164031268467
73556,1151107200,1,98.57323022444032
73556,1152489600,1,47.81376436907072
73556,1151884800,1,147.14138155951446
73556,1153699200,1,356.358033464449
73556,1159142400,1,62.07527034542013
73556,1159747200,1,95.62752873814144
73556,1159833600,1,121.24076239339875
73556,1152576000,1,176.49062685593117
73556,1154131200,0,238.3064887452365
73556,1155772800,1,98.57323022444032
73556,1155081600,1,308.47242271766373
73556,1158624000,1,176.49062685593117
73556,1158451200,1,121.24076239339875
73556,1158105600,0,130.977654347702
73556,1158019200,1,176.49062685593117
73556,1157155200,1,176.49062685593117
73556,1156896000,1,246.3971523722436
73556,1154390400,1,47.81376436907072
73556,1156723200,1,121.24076239339875
73556,1156377600,0,70.60932999858863
73556,1156204800,1,209.5040374157928
73556,1156032000,1,209.5040374157928
73556,1155859200,1,209.5040374157928
73556,1149033600,1,98.57323022444032
73556,1155513600,0,106.48968400891673
73556,1156464000,1,98.57323022444032
73556,1148947200,1,246.3971523722436
73556,1153094400,1,62.07527034542013
73556,1148688000,1,98.57323022444032
73556,1149206400,1,200.1640083128941
73556,1149379200,1,209.5040374157928
73556,1149552000,1,98.57323022444032
73556,1149897600,0,111.47121078480892
