id,time,direction,amount
56695,1141603200,1,216.47
56695,1141776000,1,275.98
56695,1141948800,1,251.18
56695,1142121600,1,314.86
56695,1141516800,1,1251.62
56695,1142467200,0,8536.0
56695,1142467200,1,338.52
56695,1142553600,1,191.96
56695,1142640000,1,394.72
56695,1142726400,1,113.28
56695,1142812800,1,233.38
56695,1142899200,1,359.21
56695,1142985600,1,255.49
56695,1143072000,1,271.17
56695,1143158400,1,85.92
56695,1143244800,1,288.43
56695,1143331200,1,153.28
56695,1143417600,1,339.06
56695,1143504000,1,276.59
56695,1143590400,1,366.8
56695,1143676800,1,373.83
56695,1143763200,1,517.32
56695,1144108800,1,1243.28
56695,1145145600,1,34.94
56695,1145145600,0,7282.27
56695,1145664000,1,3.05
56695,1146182400,1,306.74
56695,1146700800,1,323.94
56695,1147219200,1,297.51
56695,1146700800,1,1234.94
56695,1147737600,0,8084.95
56695,1147737600,1,339.25
56695,1147910400,1,383.0
56695,1147910400,1,459.62
56695,1148083200,1,293.37
56695,1148256000,1,406.84
56695,1148428800,1,20.07
56695,1148601600,1,349.84
56695,1148774400,1,65.28
56695,1148947200,1,2945.15
56695,1149120000,1,327.01
56695,1149292800,1,283.91
56695,1149465600,1,344.25
56695,1149638400,1,52.34
56695,1149811200,1,54.57
56695,1149984000,1,327.61
56695,1149292800,1,1226.6
56695,1150416000,1,1.75
56695,1150416000,0,7637.94
56695,1150675200,1,297.55
56695,1150934400,1,241.02
56695,1151193600,1,417.99
56695,1151452800,1,302.96
56695,1151712000,1,57.38
56695,1151971200,1,470.4
56695,1152230400,1,149.39
56695,1151884800,1,1218.26
56695,1153008000,1,77.4
56695,1153008000,1,539.46
56695,1153008000,0,7388.17
56695,1153353600,1,157.08
56695,1153699200,1,104.74
56695,1154044800,1,326.69
56695,1154390400,1,311.34
56695,1154736000,1,378.58
56695,1155081600,1,398.69
53481,1158364800,0,6076.2
53481,1159920000,1,501.01
53481,1160956800,1,348.67
53481,1160956800,0,5870.37
53481,1161043200,1,3221.55
53481,1161216000,1,135.48
53481,1161216000,1,130.17
53481,1161388800,1,112.3
53481,1161475200,1,74.75
53481,1161561600,1,414.64
53481,1161648000,1,15.22
53481,1161734400,1,343.52
53481,1161907200,1,254.39
53481,1162080000,1,263.26
53481,1162166400,1,395.47
53481,1162425600,1,259.57
53481,1163635200,1,269.47
53481,1163635200,0,6447.33
53481,1163721600,1,1836.91
53481,1163894400,1,342.69
53481,1163980800,1,158.53
53481,1164067200,1,2.65
53481,1164153600,1,316.65
53481,1164326400,1,211.27
53481,1164412800,1,211.45
53481,1164585600,1,355.1
53481,1164672000,1,211.75
53481,1165017600,1,279.73
53481,1165104000,1,2.15
53481,1165190400,1,130.85
53481,1165104000,1,497.28
53481,1166227200,1,63.79
53481,1167091200,1,377.33
53481,1167955200,1,101.59
53481,1167696000,1,495.41
53481,1168905600,1,173.47
53481,1168905600,1,401.26
53481,1168992000,1,7.17
53481,1169078400,1,80.44
53481,1169251200,1,280.0
53481,1169337600,1,65.65
53481,1169424000,1,345.72
53481,1169683200,1,252.03
53481,1169769600,1,63.25
53481,1169856000,1,81.86
53481,1169942400,1,49.18
53481,1170028800,1,390.89
53481,1170115200,1,327.96
53481,1170201600,1,243.23
53481,1170288000,1,493.55
53481,1170288000,1,283.79
53481,1170460800,1,521.1
53481,1170460800,1,29.15
53481,1170547200,1,698.2
53481,1170720000,1,2939.2
53481,1170806400,1,100.24
53482,1260489600,0,5762.75
53482,1260489600,1,290.87
53482,1260576000,1,377.91
53482,1260662400,1,2714.68
53482,1260748800,1,337.91
53482,1260835200,1,371.24
53482,1260921600,1,427.72
53482,1261008000,1,21.31
53482,1261094400,1,3198.0
53482,1261180800,1,511.86
53482,1261267200,1,392.01
53482,1261353600,1,265.9
53482,1261440000,1,147.56
53482,1261526400,1,3712.88
53482,1261612800,1,378.54
53482,1261699200,1,488.5
53482,1261785600,1,114.26
53482,1261872000,1,261.32
53482,1261958400,1,397.72
53482,1263168000,0,5291.42
53482,1263168000,1,269.29
53482,1263427200,1,281.82
53482,1263686400,1,368.45
53482,1263945600,1,199.23
53482,1264204800,1,2771.69
53482,1264464000,1,476.38
53482,1264550400,1,394.23
53482,1264723200,1,1097.44
53482,1264982400,1,2036.26
53482,1265846400,1,2207.87
53482,1265846400,0,6682.67
53482,1267142400,1,257.49
53482,1267142400,1,390.74
53482,1268265600,0,6604.5
53482,1268265600,1,262.44
53482,1268524800,1,480.46
53482,1268784000,1,3020.22
53482,1269043200,1,3.69
53482,1269302400,1,259.93
53482,1269561600,1,82.34
53482,1269734400,1,387.25
53482,1269820800,1,11.23
53482,1270080000,1,327.28
53482,1270339200,1,3006.35
53482,1270944000,1,367.96
53482,1270944000,0,5716.67
53482,1271548800,1,7.12
53482,1272153600,1,89.14
53482,1272326400,1,383.76
53482,1272758400,1,253.39
53482,1273536000,0,6554.33
53482,1273536000,1,2096.28
53482,1273622400,1,396.37
53482,1273708800,1,392.07
53482,1273795200,1,93.28
53482,1273881600,1,77.08
53482,1273968000,1,297.16
53482,1274054400,1,214.56
53482,1274140800,1,273.02
53482,1274227200,1,322.64
53482,1274313600,1,407.53
53482,1274400000,1,480.72
53482,1274486400,1,287.81
53482,1274572800,1,420.73
53482,1274659200,1,308.02
53482,1274745600,1,185.34
53482,1274832000,1,486.21
53482,1274918400,1,134.44
53482,1274918400,1,380.27
53482,1275004800,1,71.28
53482,1275091200,1,349.14
53482,1275177600,1,81.64
53482,1275264000,1,223.72
53482,1275350400,1,2894.51
56697,957571200,1,1101.52
56697,958003200,0,11710.22
56697,958003200,1,15.3
56697,958435200,1,671.23
56697,959299200,1,261.45
56697,960163200,1,1092.33
56697,960681600,0,10199.45
56697,962755200,1,1083.15
56697,963273600,0,10080.7
56697,963273600,1,156.75
56697,963360000,1,451.57
56697,963446400,1,421.63
56697,963532800,1,229.3
56697,963619200,1,96.62
56697,963705600,1,302.18
56697,963792000,1,183.42
56697,963878400,1,467.29
56697,963964800,1,300.75
56697,964051200,1,307.06
56697,964137600,1,170.45
56697,964224000,1,289.27
56697,964310400,1,170.72
56697,964396800,1,291.85
56697,964483200,1,436.51
56697,964569600,1,200.76
56697,965347200,1,1073.97
56697,965952000,0,10921.27
56697,965952000,1,290.1
56697,967939200,1,1064.78
56697,968630400,0,11656.52
56697,968630400,1,1336.04
56697,969062400,1,181.45
56697,969494400,1,297.53
56697,969926400,1,169.18
56697,970358400,1,389.87
56697,970790400,1,197.46
56697,970531200,1,1055.6
56697,971222400,0,11012.15
56697,971222400,1,468.31
56697,971308800,1,256.45
56697,971395200,1,342.57
56697,971481600,1,11.57
56697,971568000,1,237.34
56697,971654400,1,495.84
56697,971740800,1,148.31
56697,971827200,1,39.3
56697,971913600,1,265.61
56697,972000000,1,267.35
56697,972086400,1,261.46
56697,972172800,1,390.21
56697,972259200,1,334.44
56697,972345600,1,397.17
56697,972432000,1,171.99
56697,972518400,1,248.36
56697,972604800,1,345.0
56697,972691200,1,47.63
56698,1103155200,1,441.04
56698,1103155200,0,2442.75
56698,1103673600,1,55.35
56698,1104192000,1,188.29
56698,1104192000,1,200.34
56698,1104710400,1,358.17
56698,1105228800,1,3.15
56698,1105833600,0,2596.0
56698,1105833600,1,279.49
56698,1105920000,1,3257.61
56698,1106006400,1,76.67
56698,1106006400,1,235.65
56698,1106006400,1,78.39
56698,1106092800,1,263.75
56698,1106179200,1,266.41
56698,1106265600,1,83.47
56698,1106352000,1,481.48
56698,1106438400,1,49.06
56698,1106524800,1,218.2
56698,1106611200,1,25.23
56698,1106697600,1,257.72
56698,1106784000,1,307.05
56698,1106784000,1,198.27
56698,1106870400,1,431.63
56698,1106956800,1,301.64
56698,1107043200,1,42.32
56698,1107129600,1,427.18
56698,1107216000,1,332.58
56698,1107302400,1,4007.47
56698,1107388800,1,445.89
56698,1108512000,1,51.1
56698,1108512000,0,2744.25
56698,1108598400,1,291.8
56698,1108684800,1,305.16
56698,1108771200,1,318.49
56698,1108857600,1,2159.86
56698,1108944000,1,47.78
56698,1109030400,1,168.16
56698,1109116800,1,180.88
56698,1109203200,1,255.86
56698,1109289600,1,364.25
56698,1109376000,1,112.45
56698,1109376000,1,196.2
56698,1109462400,1,257.16
56698,1109548800,1,342.08
56698,1109635200,1,123.72
56698,1109721600,1,894.7
56698,1109808000,1,432.77
56698,1110931200,1,512.02
56698,1110931200,0,2779.5
56698,1111363200,1,81.06
56698,1111795200,1,361.16
56698,1111968000,1,194.13
56698,1112227200,1,416.09
56698,1112659200,1,337.69
56698,1113091200,1,53.7
56698,1113609600,1,345.01
56698,1113609600,0,2508.5
56698,1113696000,1,347.53
56698,1113782400,1,272.27
56698,1113868800,1,5.37
56698,1113955200,1,146.67
56698,1114041600,1,252.46
56698,1114128000,1,518.35
56698,1114214400,1,363.43
56698,1114300800,1,258.82
56698,1114387200,1,282.21
56698,1114473600,1,3834.96
56698,1114560000,1,181.94
56698,1114560000,1,192.06
56698,1114646400,1,280.08
56698,1114732800,1,493.37
56698,1114819200,1,150.31
56698,1114905600,1,504.96
56698,1114992000,1,1.51
56698,1115078400,1,461.1
56698,1115164800,1,2431.12
56698,1116201600,0,2711.0
56698,1116201600,1,150.49
56698,1116288000,1,283.61
56698,1116374400,1,349.78
56698,1116460800,1,331.51
56698,1116547200,1,2782.79
56698,1116633600,1,339.25
56698,1116720000,1,234.93
56698,1116806400,1,0.22
56698,1116892800,1,229.0
56698,1116979200,1,2.72
56698,1117065600,1,3038.51
56698,1117152000,1,189.99
56698,1117152000,1,15.48
56698,1117238400,1,280.94
56698,1117324800,1,234.63
56698,1117411200,1,87.58
56698,1117497600,1,477.74
56698,1117584000,1,327.49
56698,1117670400,1,395.27
56698,1117756800,1,3501.84
59914,1112659200,1,843.35
59914,1113609600,1,513.55
59914,1113609600,0,21675.85
59914,1113696000,1,358.16
59914,1113782400,1,398.53
59914,1113868800,1,334.49
59914,1113955200,1,267.04
59914,1114041600,1,240.53
59914,1114128000,1,312.06
59914,1114214400,1,407.09
59914,1114300800,1,342.62
59914,1114387200,1,13.52
59914,1114473600,1,435.19
59914,1114560000,1,212.5
59914,1114646400,1,60.26
59914,1114732800,1,37.35
59914,1114819200,1,82.9
59914,1114905600,1,304.67
59914,1114992000,1,376.26
59914,1115251200,1,837.21
59914,1116201600,0,20168.52
59914,1116201600,1,268.18
59914,1116288000,1,332.21
59914,1116374400,1,213.83
59914,1116460800,1,276.47
59914,1116547200,1,24.48
59914,1116633600,1,342.98
59914,1116720000,1,293.46
59914,1116806400,1,225.69
59914,1116892800,1,21.91
59914,1116979200,1,365.27
59914,1117065600,1,303.05
59914,1117152000,1,2741.04
59914,1117238400,1,174.62
59914,1117324800,1,17.27
59914,1117411200,1,383.24
59914,1117497600,1,347.07
59914,1117584000,1,256.1
59914,1117843200,1,831.07
59914,1118880000,1,274.65
59914,1118880000,0,18637.38
59914,1119052800,1,105.87
59914,1119225600,1,113.77
59914,1119398400,1,16.06
59914,1119571200,1,489.42
59914,1119744000,1,86.41
59914,1119916800,1,219.4
59914,1120089600,1,2242.3
59914,1120262400,1,65.6
59914,1120435200,1,478.44
59914,1120608000,1,253.54
59914,1120780800,1,448.74
59914,1120953600,1,310.34
59914,1121126400,1,373.11
59914,1120435200,1,824.93
59914,1121472000,1,250.62
59914,1121472000,0,22058.63
59914,1121558400,1,180.8
59914,1121644800,1,55.91
59914,1121731200,1,211.27
59914,1121817600,1,162.56
59914,1121904000,1,347.82
59914,1121990400,1,44.56
59914,1122076800,1,138.08
59914,1122163200,1,273.93
59914,1122249600,1,194.82
59914,1122336000,1,313.8
59914,1122422400,1,8.91
59914,1122508800,1,192.73
59914,1122595200,1,324.9
59914,1122681600,1,179.1
59914,1122768000,1,140.62
59914,1122854400,1,294.08
59914,1122940800,1,457.7
59914,1123027200,1,818.79
59914,1124150400,0,21919.8
59914,1124150400,1,450.96
59914,1124236800,1,314.38
59914,1124323200,1,143.38
59914,1124409600,1,300.45
59914,1124496000,1,171.65
59914,1124582400,1,356.56
59914,1124582400,1,5.04
59914,1124668800,1,185.07
59914,1124755200,1,302.72
59914,1124841600,1,84.82
59914,1124928000,1,305.39
59914,1125014400,1,516.13
59914,1125100800,1,340.88
59914,1125187200,1,214.34
59914,1125273600,1,510.54
59914,1125360000,1,357.68
59914,1125446400,1,110.18
59914,1125619200,1,812.65
59914,1126828800,1,254.81
59914,1126828800,0,18187.17
59914,1127001600,1,434.14
59914,1127174400,1,355.07
59914,1127347200,1,206.1
59914,1127520000,1,3497.66
59914,1127692800,1,117.15
59914,1127865600,1,354.71
59914,1128038400,1,443.21
59914,1128211200,1,112.97
59914,1128384000,1,226.93
59914,1128556800,1,15.35
53483,1182038400,1,267.07
53483,1182038400,0,3909.2
53483,1182816000,1,512.16
53483,1183334400,1,367.75
53483,1184630400,0,4122.8
53483,1184630400,1,19.71
53483,1184716800,1,82.63
53483,1184803200,1,180.83
53483,1184889600,1,494.45
53483,1184976000,1,323.97
53483,1185062400,1,31.83
53483,1185062400,1,459.1
53483,1185148800,1,501.38
53483,1185235200,1,79.67
53483,1185321600,1,29.02
53483,1185408000,1,251.18
53483,1185408000,1,507.12
53483,1185494400,1,345.56
53483,1185580800,1,442.47
53483,1185667200,1,417.32
53483,1185753600,1,456.38
53483,1185840000,1,315.48
53483,1185926400,1,26.34
53483,1187308800,1,297.26
53483,1187308800,0,3802.8
53483,1187568000,1,248.23
53483,1187827200,1,259.95
53483,1188000000,1,502.07
53483,1188086400,1,3912.92
53483,1188345600,1,154.49
53483,1188604800,1,342.77
53483,1188864000,1,249.41
53483,1189123200,1,126.62
53483,1189382400,1,53.07
53483,1189987200,1,39.72
53483,1189987200,0,4314.8
53483,1190160000,1,167.39
53483,1190332800,1,131.74
53483,1190505600,1,232.18
53483,1190592000,1,497.03
53483,1190678400,1,278.65
53483,1190851200,1,317.74
53483,1191024000,1,337.8
53483,1191196800,1,318.9
53483,1191369600,1,243.92
53483,1191542400,1,294.39
53483,1191715200,1,398.31
53483,1191888000,1,2920.58
53483,1192060800,1,307.1
53483,1192579200,0,4116.8
53483,1192579200,1,448.3
53483,1192665600,1,282.04
53483,1192752000,1,12.6
53483,1192752000,1,21.0
53483,1192838400,1,129.58
53483,1192924800,1,13.92
53483,1193011200,1,443.57
53483,1193097600,1,46.47
53483,1193184000,1,7.3
53483,1193184000,1,491.98
53483,1193270400,1,43.97
53483,1193356800,1,365.51
53483,1193443200,1,145.68
53483,1193529600,1,336.88
53483,1193616000,1,69.51
53483,1193702400,1,391.04
53483,1193788800,1,489.9
53483,1193875200,1,350.21
53483,1193961600,1,337.96
53483,1194048000,1,110.6
53483,1195257600,1,279.9
53483,1195257600,0,3890.4
53483,1195776000,1,486.94
56699,1136937600,1,417.4
56699,1136937600,0,4935.79
56699,1137369600,1,68.83
56699,1137801600,1,469.93
56699,1138233600,1,342.94
56699,1138665600,1,254.53
56699,1138752000,1,118.44
56699,1139097600,1,264.68
56699,1141344000,1,118.44
56699,1142035200,0,5005.0
56699,1142035200,1,21.59
56699,1143331200,1,416.12
56699,1143936000,1,118.44
56699,1144713600,1,54.15
56699,1144713600,0,5018.29
56699,1145145600,1,3714.48
56699,1145577600,1,477.82
56699,1146009600,1,59.44
56699,1146441600,1,377.29
56699,1146873600,1,2984.08
56699,1146528000,1,118.44
56699,1147305600,0,4940.83
56699,1147305600,1,462.27
56699,1147305600,0,4743.75
56699,1147651200,1,163.13
56699,1147996800,1,269.48
56699,1148342400,1,366.83
56699,1148688000,1,235.16
56699,1149033600,1,314.91
56699,1149120000,1,118.44
56699,1149379200,1,515.91
56699,1149984000,0,4922.04
56699,1149984000,1,194.05
56699,1150070400,1,166.94
56699,1150156800,1,122.34
56699,1150243200,1,38.3
56699,1150329600,1,29.0
56699,1150416000,1,480.47
56699,1150502400,1,200.89
56699,1150588800,1,34.73
56699,1150675200,1,354.05
56699,1150761600,1,201.12
56699,1150848000,1,171.49
56699,1150934400,1,321.22
56699,1151020800,1,273.55
56699,1151107200,1,167.46
56699,1151193600,1,330.93
56699,1151280000,1,56.68
56699,1151366400,1,413.58
56699,1151452800,1,340.85
56699,1151539200,1,440.04
56699,1151712000,1,118.44
59916,1044316800,1,214.97
59916,1045353600,1,258.94
59916,1045353600,0,6983.75
59916,1046908800,1,213.76
59916,1047859200,0,5825.62
59916,1047859200,1,96.06
59916,1047859200,1,335.46
59916,1047945600,1,392.63
59916,1048032000,1,88.59
59916,1048118400,1,337.94
59916,1048204800,1,15.82
59916,1048291200,1,361.44
59916,1048377600,1,297.22
59916,1048464000,1,2662.08
59916,1048550400,1,72.91
59916,1048636800,1,240.05
59916,1048723200,1,205.11
59916,1048809600,1,309.18
59916,1048896000,1,276.45
59916,1048982400,1,283.06
59916,1049068800,1,494.24
59916,1049155200,1,519.69
59916,1049241600,1,282.92
59916,1049328000,1,266.95
59916,1049500800,1,212.55
59916,1050537600,1,2535.45
59916,1050537600,0,6257.5
59916,1050883200,1,88.42
59916,1050969600,1,106.86
59916,1051401600,1,134.42
59916,1051833600,1,104.47
59916,1052265600,1,243.12
59916,1052697600,1,314.46
59916,1052092800,1,211.34
59916,1053129600,0,6201.25
59916,1053129600,1,317.83
59916,1053648000,1,73.61
59916,1054166400,1,314.86
59916,1054684800,1,386.32
59916,1055203200,1,314.02
59916,1054684800,1,210.12
59916,1055808000,0,6376.25
59916,1055808000,1,3040.69
59916,1055894400,1,75.6
59916,1055980800,1,521.16
59916,1056067200,1,171.29
59916,1056067200,1,187.98
59916,1056153600,1,157.93
59916,1056153600,1,155.34
59916,1056153600,1,508.35
59916,1056326400,1,216.67
59916,1056499200,1,234.8
59916,1056672000,1,304.75
59916,1056844800,1,58.89
59916,1057017600,1,236.42
59916,1057190400,1,153.05
59916,1057363200,1,210.35
59916,1057536000,1,348.81
59916,1057276800,1,208.91
59916,1058400000,0,6799.38
59916,1058400000,1,325.59
59916,1058572800,1,65.45
59916,1058745600,1,154.65
59916,1058918400,1,474.49
59916,1059091200,1,9.11
59916,1059264000,1,736.46
59916,1059436800,1,232.01
59916,1059609600,1,446.72
59916,1059782400,1,263.17
59916,1059955200,1,375.56
59916,1060128000,1,520.86
59916,1060300800,1,316.22
59916,1060473600,1,321.04
59916,1060646400,1,43.2
59917,1110931200,0,3487.9
59917,1111449600,1,22.82
59917,1111708800,1,4.28
59917,1111968000,1,154.94
59917,1112227200,1,2487.26
59917,1112486400,1,79.41
59917,1113004800,1,311.7
59917,1113609600,1,333.32
59917,1114819200,1,369.81
59917,1116201600,1,221.9
59917,1116201600,0,3183.7
59917,1116547200,1,0.0
59917,1118880000,0,3249.68
59917,1118880000,1,3844.4
59917,1119052800,1,337.7
59917,1119398400,1,54.0
59917,1119571200,1,0.05
59917,1119916800,1,447.25
59917,1120608000,1,407.29
59917,1120780800,1,249.93
59917,1120953600,1,17.62
59917,1121472000,1,206.02
59917,1121472000,0,3699.8
59917,1121990400,1,221.87
59917,1123027200,1,257.18
59917,1123545600,1,88.94
59917,1124150400,0,3251.3
59917,1125187200,1,325.01
59917,1125187200,1,357.82
59917,1125964800,1,63.16
53484,1199404800,1,251.68
53484,1200096000,1,427.33
53484,1200096000,0,8613.0
53484,1200355200,1,324.62
53484,1200614400,1,212.3
53484,1200873600,1,338.8
53484,1201132800,1,323.4
53484,1201392000,1,269.56
53484,1201651200,1,272.68
53484,1201910400,1,2316.83
53484,1202169600,1,477.87
53484,1201996800,1,251.68
53484,1202774400,0,8109.75
53484,1202774400,1,277.98
53484,1202774400,1,202.43
53484,1202860800,1,200.88
53484,1204070400,1,21.4
53484,1204588800,1,251.68
53484,1205193600,1,127.4
53484,1205193600,0,8125.5
53484,1205712000,1,299.16
53484,1206230400,1,276.75
53484,1206748800,1,1578.4
53484,1207267200,1,170.3
53484,1207180800,1,251.68
53484,1207872000,0,8198.25
53484,1207872000,1,419.84
53484,1207958400,1,345.57
53484,1208044800,1,307.62
53484,1208131200,1,73.25
53484,1208217600,1,6.76
53484,1208304000,1,334.29
53484,1208390400,1,170.91
53484,1208476800,1,337.98
53484,1208563200,1,66.49
53484,1208649600,1,166.07
53484,1208736000,1,179.72
53484,1208822400,1,74.9
53484,1208908800,1,258.8
53484,1208995200,1,173.59
53484,1209081600,1,294.69
53484,1209168000,1,439.05
53484,1209254400,1,69.26
53484,1209340800,1,386.0
53484,1209427200,1,42.03
53484,1209513600,1,469.4
53484,1209600000,1,102.34
53484,1209686400,1,446.03
53484,1209772800,1,200.55
53484,1209859200,1,297.56
53484,1209945600,1,349.58
53484,1209772800,1,251.68
53484,1210464000,1,31.67
53484,1210464000,0,7755.0
53484,1210550400,1,422.09
53484,1210636800,1,1766.07
