feature,importance,fold,seed
ratio__zip_code__over__amt_60d_sum,0.0,1,3407
ratio__zip_code__over__out_amt_sum,0.0,1,3407
ratio__balance_limit__over__amt_30d_sum,0.0,1,3407
ratio__balance_limit__over__amt_180d_sum,0.0,1,3407
ratio__balance_limit__over__amt_365d_sum,0.0,1,3407
ratio__balance_limit__over__amt_sum,0.0,1,3407
ratio__balance_limit__over__amt_90d_sum,0.0,1,3407
ratio__balance_limit__over__amt_60d_sum,0.0,1,3407
ratio__balance_limit__over__out_amt_sum,0.0,1,3407
ratio__amt_30d_sum__over__amt_180d_sum,0.0,1,3407
ratio__amt_30d_sum__over__amt_365d_sum,0.0,1,3407
ratio__amt_30d_sum__over__amt_sum,0.0,1,3407
ratio__amt_30d_sum__over__amt_90d_sum,0.0,1,3407
ratio__amt_30d_sum__over__amt_60d_sum,0.0,1,3407
ratio__amt_30d_sum__over__out_amt_sum,0.0,1,3407
ratio__amt_180d_sum__over__amt_365d_sum,0.0,1,3407
ratio__amt_180d_sum__over__amt_sum,0.0,1,3407
ratio__amt_180d_sum__over__amt_90d_sum,0.0,1,3407
ratio__amt_180d_sum__over__amt_60d_sum,0.0,1,3407
ratio__amt_180d_sum__over__out_amt_sum,0.0,1,3407
ratio__amt_365d_sum__over__amt_sum,0.0,1,3407
ratio__amt_365d_sum__over__amt_90d_sum,0.0,1,3407
ratio__amt_365d_sum__over__amt_60d_sum,0.0,1,3407
ratio__amt_365d_sum__over__out_amt_sum,0.0,1,3407
ratio__amt_sum__over__amt_90d_sum,0.0,1,3407
ratio__amt_sum__over__amt_60d_sum,0.0,1,3407
ratio__amt_sum__over__out_amt_sum,0.0,1,3407
ratio__amt_90d_sum__over__amt_60d_sum,0.0,1,3407
ratio__amt_90d_sum__over__out_amt_sum,0.0,1,3407
ratio__amt_60d_sum__over__out_amt_sum,0.0,1,3407
title,3.5113563308400884,2,42
career,1.5563552183541183,2,42
zip_code,3.700901226615165,2,42
residence,0.40482672652923346,2,42
loan,4.2212783276363846,2,42
term,1.043702320896927,2,42
interest_rate,6.776937776986606,2,42
issue_time,1.918122146048273,2,42
syndicated,0.0,2,42
installment,0.2286418318945866,2,42
record_time,5.69303431058394,2,42
history_time,1.8187629805394532,2,42
total_accounts,2.5973158014539135,2,42
balance_accounts,42.88730438664953,2,42
balance_limit,0.34481402027493363,2,42
balance,4.216391197796302,2,42
level,0.1874120755469159,2,42
txn_count,0.0,2,42
first_txn,0.0,2,42
last_txn,0.0,2,42
amt_sum,0.0,2,42
amt_mean,0.0,2,42
amt_std,0.0,2,42
amt_min,0.0,2,42
amt_max,0.0,2,42
amt_median,0.0,2,42
in_amt_sum,0.0,2,42
in_amt_mean,0.0,2,42
in_amt_std,0.0,2,42
in_amt_min,0.0,2,42
in_amt_max,0.0,2,42
in_amt_median,0.0,2,42
out_amt_sum,0.0,2,42
out_amt_mean,0.0,2,42
out_amt_std,0.0,2,42
out_amt_min,0.0,2,42
out_amt_max,0.0,2,42
out_amt_median,0.0,2,42
active_days,0.0,2,42
txn_intensity_per_day,0.0,2,42
txn_count_30d,0.0,2,42
amt_30d_sum,0.0,2,42
amt_30d_mean,0.0,2,42
amt_30d_std,0.0,2,42
amt_30d_median,0.0,2,42
txn_count_60d,0.0,2,42
amt_60d_sum,0.0,2,42
amt_60d_mean,0.0,2,42
amt_60d_std,0.0,2,42
amt_60d_median,0.0,2,42
txn_count_90d,0.0,2,42
amt_90d_sum,0.0,2,42
amt_90d_mean,0.0,2,42
amt_90d_std,0.0,2,42
amt_90d_median,0.0,2,42
txn_count_180d,0.0,2,42
amt_180d_sum,0.0,2,42
amt_180d_mean,0.0,2,42
amt_180d_std,0.0,2,42
amt_180d_median,0.0,2,42
txn_count_365d,0.0,2,42
amt_365d_sum,0.0,2,42
amt_365d_mean,0.0,2,42
amt_365d_std,0.0,2,42
amt_365d_median,0.0,2,42
ratio_in_to_out,0.0,2,42
ratio_amt_mean_to_std,0.0,2,42
ratio_txn_30d_to_all,0.0,2,42
ratio_amt_30d_to_all,0.0,2,42
ratio__history_time__over__record_time,0.5419522601750081,2,42
ratio__history_time__over__issue_time,0.8238467416979685,2,42
ratio__history_time__over__zip_code,2.2694389239887283,2,42
ratio__history_time__over__balance_limit,2.726889223055433,2,42
ratio__history_time__over__amt_30d_sum,0.0,2,42
ratio__history_time__over__amt_180d_sum,0.0,2,42
ratio__history_time__over__amt_365d_sum,0.0,2,42
ratio__history_time__over__amt_sum,0.0,2,42
ratio__history_time__over__amt_90d_sum,0.0,2,42
ratio__history_time__over__amt_60d_sum,0.0,2,42
ratio__history_time__over__out_amt_sum,0.0,2,42
ratio__record_time__over__issue_time,2.4338061231629613,2,42
ratio__record_time__over__zip_code,2.0581542947177995,2,42
ratio__record_time__over__balance_limit,0.42741638736095877,2,42
ratio__record_time__over__amt_30d_sum,0.0,2,42
ratio__record_time__over__amt_180d_sum,0.0,2,42
ratio__record_time__over__amt_365d_sum,0.0,2,42
ratio__record_time__over__amt_sum,0.0,2,42
ratio__record_time__over__amt_90d_sum,0.0,2,42
ratio__record_time__over__amt_60d_sum,0.0,2,42
ratio__record_time__over__out_amt_sum,0.0,2,42
ratio__issue_time__over__zip_code,2.999257757959835,2,42
ratio__issue_time__over__balance_limit,0.6404015738617893,2,42
ratio__issue_time__over__amt_30d_sum,0.0,2,42
ratio__issue_time__over__amt_180d_sum,0.0,2,42
ratio__issue_time__over__amt_365d_sum,0.0,2,42
ratio__issue_time__over__amt_sum,0.0,2,42
ratio__issue_time__over__amt_90d_sum,0.0,2,42
ratio__issue_time__over__amt_60d_sum,0.0,2,42
ratio__issue_time__over__out_amt_sum,0.0,2,42
ratio__zip_code__over__balance_limit,3.9716800353731077,2,42
ratio__zip_code__over__amt_30d_sum,0.0,2,42
ratio__zip_code__over__amt_180d_sum,0.0,2,42
ratio__zip_code__over__amt_365d_sum,0.0,2,42
ratio__zip_code__over__amt_sum,0.0,2,42
ratio__zip_code__over__amt_90d_sum,0.0,2,42
ratio__zip_code__over__amt_60d_sum,0.0,2,42
ratio__zip_code__over__out_amt_sum,0.0,2,42
ratio__balance_limit__over__amt_30d_sum,0.0,2,42
ratio__balance_limit__over__amt_180d_sum,0.0,2,42
ratio__balance_limit__over__amt_365d_sum,0.0,2,42
ratio__balance_limit__over__amt_sum,0.0,2,42
ratio__balance_limit__over__amt_90d_sum,0.0,2,42
ratio__balance_limit__over__amt_60d_sum,0.0,2,42
ratio__balance_limit__over__out_amt_sum,0.0,2,42
ratio__amt_30d_sum__over__amt_180d_sum,0.0,2,42
ratio__amt_30d_sum__over__amt_365d_sum,0.0,2,42
ratio__amt_30d_sum__over__amt_sum,0.0,2,42
ratio__amt_30d_sum__over__amt_90d_sum,0.0,2,42
ratio__amt_30d_sum__over__amt_60d_sum,0.0,2,42
ratio__amt_30d_sum__over__out_amt_sum,0.0,2,42
ratio__amt_180d_sum__over__amt_365d_sum,0.0,2,42
ratio__amt_180d_sum__over__amt_sum,0.0,2,42
ratio__amt_180d_sum__over__amt_90d_sum,0.0,2,42
ratio__amt_180d_sum__over__amt_60d_sum,0.0,2,42
ratio__amt_180d_sum__over__out_amt_sum,0.0,2,42
ratio__amt_365d_sum__over__amt_sum,0.0,2,42
ratio__amt_365d_sum__over__amt_90d_sum,0.0,2,42
ratio__amt_365d_sum__over__amt_60d_sum,0.0,2,42
ratio__amt_365d_sum__over__out_amt_sum,0.0,2,42
ratio__amt_sum__over__amt_90d_sum,0.0,2,42
ratio__amt_sum__over__amt_60d_sum,0.0,2,42
ratio__amt_sum__over__out_amt_sum,0.0,2,42
ratio__amt_90d_sum__over__amt_60d_sum,0.0,2,42
ratio__amt_90d_sum__over__out_amt_sum,0.0,2,42
ratio__amt_60d_sum__over__out_amt_sum,0.0,2,42
title,4.3794267128601145,2,3407
career,3.1444578171692523,2,3407
zip_code,5.304414526645624,2,3407
residence,1.5280018792647687,2,3407
loan,2.3903344703476326,2,3407
term,0.9620257999630396,2,3407
interest_rate,7.31667457558026,2,3407
issue_time,2.7409622214291973,2,3407
syndicated,0.0,2,3407
installment,0.12256516649952434,2,3407
record_time,2.8746621367376255,2,3407
history_time,1.8540501970143297,2,3407
total_accounts,3.9888982506556987,2,3407
balance_accounts,28.937933218097797,2,3407
balance_limit,1.8163724733124809,2,3407
balance,5.785180724320426,2,3407
level,0.785022103465265,2,3407
txn_count,0.0,2,3407
first_txn,0.0,2,3407
last_txn,0.0,2,3407
amt_sum,0.0,2,3407
amt_mean,0.0,2,3407
amt_std,0.0,2,3407
amt_min,0.0,2,3407
amt_max,0.0,2,3407
amt_median,0.0,2,3407
in_amt_sum,0.0,2,3407
in_amt_mean,0.0,2,3407
in_amt_std,0.0,2,3407
in_amt_min,0.0,2,3407
in_amt_max,0.0,2,3407
in_amt_median,0.0,2,3407
out_amt_sum,0.0,2,3407
out_amt_mean,0.0,2,3407
out_amt_std,0.0,2,3407
out_amt_min,0.0,2,3407
out_amt_max,0.0,2,3407
out_amt_median,0.0,2,3407
active_days,0.0,2,3407
txn_intensity_per_day,0.0,2,3407
txn_count_30d,0.0,2,3407
amt_30d_sum,0.0,2,3407
amt_30d_mean,0.0,2,3407
amt_30d_std,0.0,2,3407
amt_30d_median,0.0,2,3407
txn_count_60d,0.0,2,3407
amt_60d_sum,0.0,2,3407
amt_60d_mean,0.0,2,3407
amt_60d_std,0.0,2,3407
amt_60d_median,0.0,2,3407
txn_count_90d,0.0,2,3407
amt_90d_sum,0.0,2,3407
amt_90d_mean,0.0,2,3407
amt_90d_std,0.0,2,3407
amt_90d_median,0.0,2,3407
txn_count_180d,0.0,2,3407
amt_180d_sum,0.0,2,3407
amt_180d_mean,0.0,2,3407
amt_180d_std,0.0,2,3407
amt_180d_median,0.0,2,3407
txn_count_365d,0.0,2,3407
amt_365d_sum,0.0,2,3407
amt_365d_mean,0.0,2,3407
amt_365d_std,0.0,2,3407
amt_365d_median,0.0,2,3407
ratio_in_to_out,0.0,2,3407
ratio_amt_mean_to_std,0.0,2,3407
ratio_txn_30d_to_all,0.0,2,3407
ratio_amt_30d_to_all,0.0,2,3407
ratio__history_time__over__record_time,1.765172094698095,2,3407
ratio__history_time__over__issue_time,3.279137449955934,2,3407
ratio__history_time__over__zip_code,2.3920150700464164,2,3407
ratio__history_time__over__balance_limit,2.5334630381876933,2,3407
ratio__history_time__over__amt_30d_sum,0.0,2,3407
ratio__history_time__over__amt_180d_sum,0.0,2,3407
ratio__history_time__over__amt_365d_sum,0.0,2,3407
ratio__history_time__over__amt_sum,0.0,2,3407
ratio__history_time__over__amt_90d_sum,0.0,2,3407
ratio__history_time__over__amt_60d_sum,0.0,2,3407
ratio__history_time__over__out_amt_sum,0.0,2,3407
ratio__record_time__over__issue_time,4.953209252835265,2,3407
ratio__record_time__over__zip_code,2.722305739329749,2,3407
ratio__record_time__over__balance_limit,1.6757176598654662,2,3407
ratio__record_time__over__amt_30d_sum,0.0,2,3407
ratio__record_time__over__amt_180d_sum,0.0,2,3407
ratio__record_time__over__amt_365d_sum,0.0,2,3407
ratio__record_time__over__amt_sum,0.0,2,3407
ratio__record_time__over__amt_90d_sum,0.0,2,3407
ratio__record_time__over__amt_60d_sum,0.0,2,3407
ratio__record_time__over__out_amt_sum,0.0,2,3407
ratio__issue_time__over__zip_code,2.527692988698731,2,3407
ratio__issue_time__over__balance_limit,2.512004365649963,2,3407
ratio__issue_time__over__amt_30d_sum,0.0,2,3407
ratio__issue_time__over__amt_180d_sum,0.0,2,3407
ratio__issue_time__over__amt_365d_sum,0.0,2,3407
ratio__issue_time__over__amt_sum,0.0,2,3407
ratio__issue_time__over__amt_90d_sum,0.0,2,3407
ratio__issue_time__over__amt_60d_sum,0.0,2,3407
ratio__issue_time__over__out_amt_sum,0.0,2,3407
ratio__zip_code__over__balance_limit,1.7083000673696354,2,3407
ratio__zip_code__over__amt_30d_sum,0.0,2,3407
ratio__zip_code__over__amt_180d_sum,0.0,2,3407
ratio__zip_code__over__amt_365d_sum,0.0,2,3407
ratio__zip_code__over__amt_sum,0.0,2,3407
ratio__zip_code__over__amt_90d_sum,0.0,2,3407
ratio__zip_code__over__amt_60d_sum,0.0,2,3407
ratio__zip_code__over__out_amt_sum,0.0,2,3407
ratio__balance_limit__over__amt_30d_sum,0.0,2,3407
ratio__balance_limit__over__amt_180d_sum,0.0,2,3407
ratio__balance_limit__over__amt_365d_sum,0.0,2,3407
ratio__balance_limit__over__amt_sum,0.0,2,3407
ratio__balance_limit__over__amt_90d_sum,0.0,2,3407
ratio__balance_limit__over__amt_60d_sum,0.0,2,3407
ratio__balance_limit__over__out_amt_sum,0.0,2,3407
ratio__amt_30d_sum__over__amt_180d_sum,0.0,2,3407
ratio__amt_30d_sum__over__amt_365d_sum,0.0,2,3407
ratio__amt_30d_sum__over__amt_sum,0.0,2,3407
ratio__amt_30d_sum__over__amt_90d_sum,0.0,2,3407
ratio__amt_30d_sum__over__amt_60d_sum,0.0,2,3407
ratio__amt_30d_sum__over__out_amt_sum,0.0,2,3407
ratio__amt_180d_sum__over__amt_365d_sum,0.0,2,3407
ratio__amt_180d_sum__over__amt_sum,0.0,2,3407
ratio__amt_180d_sum__over__amt_90d_sum,0.0,2,3407
ratio__amt_180d_sum__over__amt_60d_sum,0.0,2,3407
ratio__amt_180d_sum__over__out_amt_sum,0.0,2,3407
ratio__amt_365d_sum__over__amt_sum,0.0,2,3407
ratio__amt_365d_sum__over__amt_90d_sum,0.0,2,3407
ratio__amt_365d_sum__over__amt_60d_sum,0.0,2,3407
ratio__amt_365d_sum__over__out_amt_sum,0.0,2,3407
ratio__amt_sum__over__amt_90d_sum,0.0,2,3407
ratio__amt_sum__over__amt_60d_sum,0.0,2,3407
ratio__amt_sum__over__out_amt_sum,0.0,2,3407
ratio__amt_90d_sum__over__amt_60d_sum,0.0,2,3407
ratio__amt_90d_sum__over__out_amt_sum,0.0,2,3407
ratio__amt_60d_sum__over__out_amt_sum,0.0,2,3407
title,4.054724471477795,3,42
career,3.9877608598998404,3,42
zip_code,4.515309887387172,3,42
residence,2.3064485301561817,3,42
loan,2.7896407962606755,3,42
term,1.5557224416214124,3,42
interest_rate,8.526083987722595,3,42
issue_time,4.992991854409861,3,42
syndicated,0.0,3,42
installment,0.4903485969155969,3,42
record_time,4.055593789921033,3,42
history_time,2.9047196863215983,3,42
total_accounts,4.192702030588766,3,42
balance_accounts,11.92468659126311,3,42
balance_limit,2.9253375799152805,3,42
balance,6.801050843219374,3,42
level,3.933380541740273,3,42
txn_count,0.0,3,42
first_txn,0.0,3,42
last_txn,0.0,3,42
amt_sum,0.0,3,42
amt_mean,0.0,3,42
amt_std,0.0,3,42
amt_min,0.0,3,42
amt_max,0.0,3,42
amt_median,0.0,3,42
in_amt_sum,0.0,3,42
in_amt_mean,0.0,3,42
in_amt_std,0.0,3,42
in_amt_min,0.0,3,42
in_amt_max,0.0,3,42
in_amt_median,0.0,3,42
out_amt_sum,0.0,3,42
out_amt_mean,0.0,3,42
out_amt_std,0.0,3,42
out_amt_min,0.0,3,42
out_amt_max,0.0,3,42
out_amt_median,0.0,3,42
active_days,0.0,3,42
txn_intensity_per_day,0.0,3,42
txn_count_30d,0.0,3,42
amt_30d_sum,0.0,3,42
amt_30d_mean,0.0,3,42
amt_30d_std,0.0,3,42
amt_30d_median,0.0,3,42
txn_count_60d,0.0,3,42
amt_60d_sum,0.0,3,42
amt_60d_mean,0.0,3,42
amt_60d_std,0.0,3,42
amt_60d_median,0.0,3,42
txn_count_90d,0.0,3,42
amt_90d_sum,0.0,3,42
amt_90d_mean,0.0,3,42
amt_90d_std,0.0,3,42
amt_90d_median,0.0,3,42
txn_count_180d,0.0,3,42
amt_180d_sum,0.0,3,42
amt_180d_mean,0.0,3,42
amt_180d_std,0.0,3,42
amt_180d_median,0.0,3,42
txn_count_365d,0.0,3,42
amt_365d_sum,0.0,3,42
amt_365d_mean,0.0,3,42
amt_365d_std,0.0,3,42
amt_365d_median,0.0,3,42
ratio_in_to_out,0.0,3,42
ratio_amt_mean_to_std,0.0,3,42
ratio_txn_30d_to_all,0.0,3,42
ratio_amt_30d_to_all,0.0,3,42
ratio__history_time__over__record_time,3.1099588913599665,3,42
ratio__history_time__over__issue_time,2.973674894292552,3,42
ratio__history_time__over__zip_code,3.209575253701933,3,42
ratio__history_time__over__balance_limit,2.1826663474896604,3,42
ratio__history_time__over__amt_30d_sum,0.0,3,42
ratio__history_time__over__amt_180d_sum,0.0,3,42
ratio__history_time__over__amt_365d_sum,0.0,3,42
ratio__history_time__over__amt_sum,0.0,3,42
ratio__history_time__over__amt_90d_sum,0.0,3,42
ratio__history_time__over__amt_60d_sum,0.0,3,42
ratio__history_time__over__out_amt_sum,0.0,3,42
ratio__record_time__over__issue_time,4.533021174310571,3,42
ratio__record_time__over__zip_code,3.726559104158565,3,42
ratio__record_time__over__balance_limit,2.712240143945763,3,42
ratio__record_time__over__amt_30d_sum,0.0,3,42
ratio__record_time__over__amt_180d_sum,0.0,3,42
ratio__record_time__over__amt_365d_sum,0.0,3,42
ratio__record_time__over__amt_sum,0.0,3,42
ratio__record_time__over__amt_90d_sum,0.0,3,42
ratio__record_time__over__amt_60d_sum,0.0,3,42
ratio__record_time__over__out_amt_sum,0.0,3,42
ratio__issue_time__over__zip_code,3.532458969642126,3,42
ratio__issue_time__over__balance_limit,2.173034525079097,3,42
ratio__issue_time__over__amt_30d_sum,0.0,3,42
ratio__issue_time__over__amt_180d_sum,0.0,3,42
ratio__issue_time__over__amt_365d_sum,0.0,3,42
ratio__issue_time__over__amt_sum,0.0,3,42
