iter	Passed	Remaining
520	29592	254406
521	29648	254342
522	29708	254313
523	29769	254294
524	29828	254254
525	29889	254231
526	29948	254191
527	30003	254123
528	30059	254059
529	30115	253991
530	30167	253898
531	30222	253826
532	30279	253770
533	30337	253719
534	30402	253729
535	30463	253713
536	30519	253648
537	30574	253576
538	30628	253497
539	30682	253410
540	30738	253347
541	30795	253296
542	30862	253319
543	30916	253243
544	30972	253179
545	31033	253157
546	31090	253098
547	31150	253068
548	31210	253040
549	31268	252992
550	31327	252954
551	31391	252952
552	31448	252895
553	31509	252872
554	31574	252881
555	31641	252907
556	31700	252863
557	31757	252807
558	31811	252731
559	31871	252699
560	31928	252639
561	31988	252602
562	32041	252517
563	32099	252469
564	32152	252386
565	32204	252285
566	32263	252247
567	32321	252195
568	32377	252131
569	32439	252115
570	32494	252045
571	32550	251978
572	32605	251910
573	32666	251886
574	32720	251803
575	32778	251760
576	32834	251692
577	32891	251636
578	32946	251566
579	33000	251488
580	33055	251418
581	33110	251344
582	33165	251276
583	33219	251194
584	33278	251152
585	33340	251138
586	33393	251050
587	33452	251007
588	33510	250956
589	33565	250890
590	33621	250826
591	33676	250756
592	33733	250697
593	33788	250626
594	33847	250583
595	33908	250561
596	33964	250498
597	34022	250448
598	34078	250380
599	34140	250360
600	34200	250332
601	34254	250254
602	34314	250213
603	34371	250161
604	34430	250122
605	34488	250069
606	34548	250032
607	34604	249974
608	34662	249924
609	34719	249866
610	34775	249805
611	34832	249746
612	34887	249673
613	34942	249607
614	34998	249544
615	35055	249488
616	35109	249407
617	35161	249319
618	35216	249248
619	35271	249172
620	35327	249110
621	35389	249090
622	35449	249054
623	35507	249006
624	35564	248949
625	35621	248897
626	35678	248837
627	35737	248796
628	35793	248732
629	35853	248699
630	35907	248621
631	35964	248566
632	36020	248502
633	36078	248453
634	36139	248420
635	36197	248376
636	36254	248316
637	36306	248223
638	36361	248158
639	36416	248089
640	36472	248027
641	36526	247949
642	36586	247908
643	36637	247816
644	36693	247749
645	36750	247699
646	36807	247636
647	36870	247623
648	36924	247550
649	36986	247523
650	37050	247517
651	37112	247492
652	37169	247437
653	37225	247370
654	37280	247303
655	37339	247260
656	37394	247193
657	37452	247139
658	37508	247077
659	37562	247004
660	37618	246936
661	37673	246872
662	37727	246792
663	37782	246722
664	37838	246663
665	37894	246600
666	37952	246548
667	38011	246507
668	38068	246452
669	38122	246375
670	38180	246325
671	38232	246234
672	38286	246162
673	38348	246135
674	38405	246079
675	38463	246029
676	38523	245989
677	38585	245970
678	38645	245931
679	38710	245923
680	38769	245884
681	38826	245825
682	38885	245781
683	38940	245713
684	39007	245720
685	39069	245691
686	39126	245639
687	39179	245556
688	39236	245497
689	39289	245418
690	39342	245333
691	39401	245291
692	39456	245222
693	39511	245154
694	39569	245101
695	39623	245027
696	39681	244980
697	39743	244951
698	39800	244895
699	39865	244889
700	39919	244815
701	39973	244737
702	40028	244667
703	40084	244604
704	40135	244512
705	40191	244452
706	40244	244371
707	40299	244300
708	40354	244231
709	40407	244151
710	40465	244103
711	40520	244031
712	40575	243964
713	40631	243904
714	40687	243839
715	40744	243783
716	40799	243715
717	40857	243664
718	40912	243597
719	40967	243526
720	41020	243450
721	41073	243367
722	41126	243288
723	41179	243207
724	41235	243145
725	41290	243079
726	41349	243034
727	41400	242944
728	41456	242883
729	41510	242805
730	41567	242752
731	41620	242671
732	41675	242607
733	41729	242532
734	41793	242514
735	41854	242483
736	41915	242448
737	41976	242416
738	42035	242373
739	42092	242313
740	42148	242253
741	42207	242211
742	42260	242130
743	42311	242042
744	42367	241978
745	42422	241912
746	42476	241840
747	42536	241798
748	42593	241740
749	42651	241692
750	42706	241627
751	42761	241558
752	42816	241488
753	42878	241463
754	42933	241394
755	42986	241317
756	43043	241257
757	43096	241181
758	43149	241101
759	43202	241025
760	43259	240966
761	43312	240889
762	43371	240843
763	43429	240792
764	43483	240721
765	43540	240664
766	43589	240563
767	43645	240505
768	43701	240444
769	43755	240369
770	43818	240345
771	43875	240293
772	43933	240242
773	43984	240150
774	44035	240065
775	44089	239991
776	44143	239921
777	44195	239836
778	44251	239777
779	44309	239724
780	44361	239640
781	44415	239571
782	44468	239495
783	44524	239432
784	44580	239370
785	44632	239288
786	44687	239221
787	44742	239157
788	44801	239113
789	44863	239081
790	44921	239034
791	44975	238962
792	45029	238886
793	45088	238842
794	45148	238804
795	45214	238795
796	45269	238730
797	45323	238657
798	45381	238607
799	45433	238523
800	45487	238452
801	45541	238383
802	45594	238309
803	45652	238255
804	45711	238212
805	45771	238173
806	45830	238124
807	45884	238056
808	45944	238014
809	46001	237956
810	46057	237897
811	46115	237848
812	46171	237785
813	46226	237721
814	46284	237667
815	46352	237670
816	46422	237682
817	46481	237635
818	46532	237550
819	46588	237485
820	46648	237446
821	46700	237366
822	46758	237314
823	46819	237279
824	46881	237247
825	46934	237173
826	46993	237128
827	47047	237057
828	47107	237013
829	47163	236954
830	47220	236895
831	47281	236861
832	47342	236824
833	47411	236831
834	47467	236771
835	47523	236707
836	47583	236666
837	47637	236595
838	47693	236534
839	47745	236456
840	47801	236390
841	47856	236326
842	47909	236252
843	47966	236197
844	48021	236130
845	48075	236060
846	48132	236000
847	48187	235938
848	48245	235885
849	48302	235827
850	48363	235792
851	48420	235737
852	48476	235676
853	48530	235606
854	48589	235560
855	48644	235491
856	48708	235469
857	48763	235407
858	48823	235366
859	48882	235315
860	48936	235248
861	49000	235224
862	49060	235185
863	49122	235153
864	49177	235087
865	49235	235033
866	49291	234974
867	49345	234904
868	49402	234848
869	49459	234788
870	49513	234720
871	49572	234671
872	49631	234628
873	49685	234558
874	49741	234493
875	49795	234425
876	49855	234382
877	49912	234325
878	49967	234259
879	50022	234194
880	50081	234148
881	50139	234096
882	50196	234040
883	50251	233977
884	50318	233968
885	50374	233906
886	50431	233847
887	50486	233784
888	50541	233719
889	50596	233651
890	50653	233597
891	50711	233544
892	50772	233506
893	50836	233485
894	50894	233432
895	50953	233384
896	51014	233345
897	51074	233302
898	51137	233275
899	51197	233233
900	51255	233182
901	51311	233122
902	51373	233086
903	51433	233042
904	51489	232981
905	51544	232918
906	51600	232858
907	51655	232791
908	51706	232707
909	51763	232649
910	51835	232661
911	51888	232588
912	51943	232523
913	52007	232495
914	52070	232468
915	52126	232404
916	52179	232330
917	52234	232267
918	52293	232218
919	52345	232142
920	52398	232064
921	52457	232017
922	52513	231957
923	52573	231915
924	52632	231869
925	52689	231809
926	52746	231753
927	52812	231739
928	52879	231723
929	52938	231678
930	52997	231629
931	53051	231561
932	53107	231498
933	53163	231436
934	53219	231374
935	53276	231320
936	53329	231245
937	53380	231165
938	53441	231123
939	53497	231065
940	53554	231004
941	53611	230951
942	53670	230904
943	53726	230840
944	53790	230813
945	53855	230792
946	53917	230758
947	53972	230692
948	54028	230630
949	54088	230588
950	54149	230546
951	54205	230486
952	54261	230427
953	54314	230352
954	54371	230297
955	54427	230234
956	54482	230168
957	54542	230124
958	54603	230086
959	54663	230040
960	54720	229986
961	54773	229912
962	54834	229871
963	54886	229793
964	54942	229732
965	54996	229665
966	55052	229602
967	55111	229556
968	55168	229497
969	55220	229419
970	55276	229361
971	55333	229302
972	55387	229234
973	55443	229174
974	55499	229111
975	55559	229069
976	55619	229024
977	55678	228976
978	55735	228919
979	55791	228860
980	55852	228817
981	55907	228753
982	55961	228684
983	56015	228614
984	56069	228546
985	56126	228491
986	56180	228422
987	56236	228361
988	56288	228284
989	56342	228215
990	56400	228164
991	56459	228115
992	56519	228070
993	56575	228007
994	56631	227950
995	56690	227898
996	56743	227826
997	56805	227790
998	56862	227735
999	56920	227682
1000	56980	227637
1001	57036	227577
1002	57096	227531
1003	57157	227490
1004	57216	227444
1005	57277	227402
1006	57336	227351
1007	57396	227306
1008	57451	227243
1009	57506	227180
1010	57560	227108
1011	57620	227065
1012	57678	227014
1013	57744	226989
1014	57807	226958
1015	57866	226908
1016	57925	226859
1017	57982	226802
1018	58037	226738
1019	58095	226686
1020	58153	226633
1021	58207	226564
1022	58261	226494
1023	58312	226414
1024	58366	226346
1025	58420	226281
1026	58473	226208
1027	58524	226128
1028	58577	226056
1029	58638	226015
1030	58694	225952
1031	58748	225885
1032	58806	225832
1033	58857	225753
1034	58911	225685
1035	58968	225629
1036	59026	225574
1037	59083	225518
1038	59140	225461
1039	59194	225394
1040	59246	225318
1041	59297	225238
1042	59349	225162
1043	59404	225100
1044	59462	225047
1045	59520	224994
1046	59592	224994
1047	59669	225011
1048	59729	224968
1049	59785	224908
1050	59845	224862
1051	59898	224788
1052	59958	224743
1053	60012	224677
1054	60069	224618
1055	60121	224544
1056	60176	224479
1057	60230	224414
1058	60285	224350
1059	60341	224289
1060	60400	224237
1061	60458	224185
1062	60516	224131
1063	60575	224082
1064	60632	224026
1065	60690	223972
1066	60748	223919
1067	60809	223880
1068	60868	223828
1069	60928	223783
1070	60984	223723
1071	61042	223671
1072	61097	223608
1073	61151	223539
1074	61209	223485
1075	61264	223422
1076	61326	223382
1077	61389	223347
1078	61451	223308
1079	61508	223252
1080	61569	223210
1081	61624	223146
1082	61683	223096
1083	61742	223047
1084	61855	223192
1085	61931	223204
1086	61987	223143
1087	62044	223086
1088	62100	223024
1089	62158	222972
1090	62211	222902
1091	62269	222848
1092	62324	222781
1093	62377	222709
1094	62428	222632
1095	62479	222556
1096	62535	222495
1097	62593	222439
1098	62649	222379
1099	62702	222308
1100	62757	222243
1101	62818	222202
1102	62872	222133
1103	62926	222065
1104	62982	222007
1105	63034	221931
1106	63091	221875
1107	63145	221808
1108	63197	221733
1109	63249	221656
1110	63305	221597
1111	63357	221523
1112	63413	221463
1113	63467	221394
1114	63524	221338
1115	63575	221260
1116	63632	221204
1117	63688	221144
1118	63746	221089
1119	63809	221052
1120	63870	221009
1121	63928	220958
1122	63985	220899
1123	64041	220839
1124	64095	220773
1125	64150	220707
1126	64200	220629
1127	64262	220587
1128	64319	220530
1129	64369	220450
1130	64434	220421
1131	64492	220369
1132	64553	220323
1133	64613	220279
1134	64667	220211
1135	64720	220140
1136	64779	220090
1137	64834	220028
1138	64888	219960
1139	64944	219898
1140	64999	219834
1141	65053	219770
1142	65110	219711
1143	65166	219652
1144	65225	219603
1145	65281	219540
1146	65334	219472
1147	65390	219410
1148	65450	219363
