id,total_income,total_expense,net_income,income_count,expense_count,total_tx_count,active_days,tx_frequency,last_tx_days_ago,income_expense_ratio,avg_income,income_std,expense_std,big_income_count,big_income_ratio,min_balance,final_balance,negative_balance_count,negative_balance_ratio,label
6449,15856.539999999999,4229.04,11627.5,41,1,42,154,0.2727272727272727,6072,3.749441952842857,386.7448780487805,339.20366407309,0.0,1,0.024390243902439025,176.31,11627.500000000002,0.0,0.0,1
12896,29615.179999999997,48739.26,-19124.080000000005,60,6,66,192,0.34375,6619,0.6076247361858258,493.5863333333333,745.281437433496,378.6092104003811,3,0.05,-24179.749999999993,-19124.079999999994,64.0,0.9696969696969697,0
19344,29204.26000000001,14018.41,15185.85000000001,87,6,93,185,0.5027027027027027,7204,2.083279059316765,335.68114942528746,490.42112640726486,166.54010825223654,3,0.034482758620689655,-1781.88,15185.850000000002,2.0,0.021505376344086023,0
11,26862.430000000004,20418.749999999996,6443.680000000008,77,6,83,171,0.4853801169590643,6781,1.3155766145667307,348.86272727272734,525.7393488788616,237.2433093471764,2,0.025974025974025976,-5864.790000000001,6443.679999999998,37.0,0.4457831325301205,0
12,14362.919999999998,8612.93,5749.989999999998,31,1,32,167,0.19161676646706588,6327,1.6675997597022614,463.31999999999994,598.6408221351653,0.0,2,0.06451612903225806,304.57,5749.99,0.0,0.0,0
19345,15823.640000000003,9743.85,6079.790000000003,36,1,37,172,0.21511627906976744,6048,1.623961780854184,439.54555555555567,661.0440271892181,0.0,2,0.05555555555555555,-5129.29,6079.790000000001,11.0,0.2972972972972973,0
12897,46519.11,111139.0,-64619.89,100,6,106,188,0.5638297872340425,7262,0.41856692969687903,465.1911,717.0278528744667,697.7429445481098,5,0.05,-67666.07999999999,-64619.88999999998,105.0,0.9905660377358491,1
6451,24270.029999999995,21964.800000000003,2305.2299999999923,62,2,64,178,0.3595505617977528,6444,1.1049511035336101,391.4520967741935,663.0439101057474,138.77677687567197,3,0.04838709677419355,-2965.3399999999956,2305.230000000004,14.0,0.21875,1
6452,17900.760000000002,19121.67,-1220.9099999999962,69,6,75,190,0.39473684210526316,7229,0.9361504512453072,259.43130434782614,272.320070305001,192.81665309303554,1,0.014492753623188406,-10860.3,-1220.9099999999999,73.0,0.9733333333333334,0
19349,19718.18,50256.03,-30537.85,49,6,55,167,0.32934131736526945,5633,0.39235450949085404,402.4118367346939,473.70045384571836,638.3591139084645,1,0.02040816326530612,-31595.659999999996,-30537.849999999995,54.0,0.9818181818181818,0
19350,16113.740000000002,14862.46,1251.2800000000025,46,4,50,181,0.27624309392265195,5007,1.0841906386234723,350.29869565217393,585.0216892108785,188.94577237927305,2,0.043478260869565216,-3554.8,1251.2800000000002,29.0,0.58,1
15,29776.08,45026.009999999995,-15249.929999999993,100,6,106,178,0.5955056179775281,5951,0.6613084303792118,297.7608,239.04694042515217,466.27928389539255,0,0.0,-19938.04,-15249.930000000004,104.0,0.9811320754716981,0
6454,29583.39,15276.25,14307.14,87,6,93,153,0.6078431372549019,7146,1.9365610014279315,340.03896551724137,546.8417846525086,173.48684508246342,3,0.034482758620689655,-2162.7,14307.140000000001,10.0,0.10752688172043011,0
19351,32269.34,19359.42,12909.920000000002,65,6,71,181,0.39226519337016574,7177,1.6668546887423874,496.4513846153846,581.2965514930742,230.45460142943563,6,0.09230769230769231,-570.2200000000003,12909.920000000004,2.0,0.028169014084507043,1
6455,29076.450000000004,67183.9,-38107.44999999999,64,6,70,178,0.39325842696629215,6840,0.43278895687161983,454.31953125000007,693.2142635084211,901.5129780910906,2,0.03125,-43294.73,-38107.450000000004,69.0,0.9857142857142858,0
16,21813.57,102550.20000000001,-80736.63,75,6,81,173,0.4682080924855491,6352,0.2127111404930199,290.8476,298.0456035568509,1677.5232844166426,0,0.0,-81441.05000000002,-80736.63000000002,81.0,1.0,0
6456,30668.480000000003,25954.06,4714.420000000002,86,6,92,178,0.5168539325842697,5652,1.1816447984946616,356.61023255813956,471.6151833932026,223.15091769174202,2,0.023255813953488372,-7049.650000000001,4714.419999999999,62.0,0.6739130434782609,1
6457,19031.670000000002,27979.9,-8948.23,59,6,65,176,0.3693181818181818,5953,0.680190779785482,322.57067796610175,617.7023253093968,121.43532264817613,2,0.03389830508474576,-12152.509999999998,-8948.23,64.0,0.9846153846153847,0
17,27177.069999999996,61712.03,-34534.96000000001,65,6,71,184,0.3858695652173913,5958,0.4403852862976572,418.10876923076916,595.2061401798846,928.8633727177892,2,0.03076923076923077,-39617.969999999994,-34534.95999999999,69.0,0.971830985915493,0
18,19699.09,52560.83,-32861.740000000005,49,6,55,178,0.3089887640449438,6687,0.3747865092622246,402.0222448979592,607.6345725031662,668.6001872394793,1,0.02040816326530612,-37563.33999999999,-32861.73999999999,54.0,0.9818181818181818,0
12898,28436.09,14947.82,13488.27,84,6,90,184,0.4891304347826087,6840,1.9023569990873346,338.52488095238095,435.3417365522436,201.2528699588322,5,0.05952380952380952,-1918.0500000000002,13488.269999999999,13.0,0.14444444444444443,0
6458,29062.1,17257.920000000002,11804.179999999997,84,6,90,167,0.5389221556886228,7758,1.6839862508527104,345.97738095238094,488.1562341036554,249.61444445384163,4,0.047619047619047616,-2359.33,11804.180000000006,22.0,0.24444444444444444,0
6459,23120.269999999997,29747.809999999998,-6627.540000000001,79,6,85,172,0.4941860465116279,6023,0.7772091457899856,292.6616455696202,409.4200244010919,289.5024115558739,1,0.012658227848101266,-11585.23,-6627.540000000003,85.0,1.0,0
12900,19987.339999999997,24315.04,-4327.700000000004,62,6,68,180,0.37777777777777777,8305,0.8220155097083114,322.37645161290317,351.13985236419705,244.4003440804996,1,0.016129032258064516,-5170.619999999999,-4327.699999999999,33.0,0.4852941176470588,0
6460,38879.0,88944.54,-50065.53999999999,74,6,80,181,0.4419889502762431,7177,0.43711508316938724,525.3918918918919,899.052288975141,1295.0766256094657,5,0.06756756756756757,-52762.61,-50065.53999999999,78.0,0.975,0
6461,34643.15,30480.93,4162.220000000001,71,6,77,174,0.4425287356321839,5470,1.1365516078040745,487.9316901408451,759.2445913387216,267.7111089775694,4,0.056338028169014086,-4805.78,4162.220000000001,15.0,0.19480519480519481,1
20,32555.28,45391.409999999996,-12836.129999999997,76,6,82,175,0.4685714285714286,6655,0.7172123535991235,428.358947368421,680.7695150882888,542.4191817312511,5,0.06578947368421052,-18724.22,-12836.130000000003,82.0,1.0,0
21,13573.05,13432.58,140.46999999999935,56,4,60,171,0.3508771929824561,6416,1.0104574101914556,242.37589285714284,120.52950571656393,304.2838357520819,0,0.0,-3032.34,140.4699999999997,36.0,0.6,0
19355,7962.67,38936.25,-30973.58,31,3,34,143,0.23776223776223776,7148,0.20450531316692014,256.8603225806452,157.70096830148444,893.3268228929433,0,0.0,-33685.38,-30973.57999999999,33.0,0.9705882352941176,0
19356,45596.509999999995,18948.300000000003,26648.209999999992,105,6,111,178,0.6235955056179775,6109,2.4063641591907254,434.25247619047616,699.0278174650587,183.2807436693773,7,0.06666666666666667,-3035.9700000000003,26648.20999999999,3.0,0.02702702702702703,1
22,17508.11,22491.17,-4983.059999999998,58,6,64,159,0.4025157232704403,6774,0.7784437181001058,301.8639655172414,421.2283314139176,132.26266267041004,2,0.034482758620689655,-12587.73,-4983.059999999996,62.0,0.96875,0
6463,20297.57,37551.369999999995,-17253.799999999996,65,5,70,157,0.445859872611465,6776,0.5405280819171038,312.2703076923077,395.6599443175969,379.08930917397277,1,0.015384615384615385,-21948.07,-17253.8,68.0,0.9714285714285714,1
19359,27904.73,65405.03,-37500.3,82,6,88,172,0.5116279069767442,5957,0.4266450149105253,340.30158536585367,418.0236200529188,698.8525618874604,1,0.012195121951219513,-44118.61,-37500.3,87.0,0.9886363636363636,0
19360,13480.15,37859.25,-24379.1,34,6,40,165,0.24242424242424243,6707,0.3560596155402957,396.47499999999997,608.0282915977951,375.2658347758292,1,0.029411764705882353,-24379.100000000006,-24379.100000000006,38.0,0.95,0
23,7081.949999999999,13844.87,-6762.920000000002,24,3,27,178,0.15168539325842698,5982,0.5115215960488236,295.08124999999995,388.82218446630867,274.3346715844233,1,0.041666666666666664,-9619.94,-6762.920000000001,27.0,1.0,0
6464,24601.379999999997,42928.87,-18327.490000000005,45,4,49,180,0.2722222222222222,6133,0.5730730857678509,546.6973333333333,832.3802064162966,458.0679471705043,3,0.06666666666666667,-24447.600000000002,-18327.490000000005,49.0,1.0,0
6465,23112.79,17397.4,5715.389999999999,68,2,70,163,0.4294478527607362,6477,1.3285197787411613,339.89397058823533,385.86685331856273,10.465180361561675,1,0.014705882352941176,-824.029999999997,5715.390000000002,3.0,0.04285714285714286,0
6467,25684.29,36325.34,-10641.049999999996,80,6,86,176,0.48863636363636365,6592,0.707062617976678,321.053625,545.659678707989,504.76293515537236,2,0.025,-17065.12000000001,-10641.050000000012,85.0,0.9883720930232558,0
19361,19676.0,43551.88,-23875.879999999997,63,6,69,169,0.40828402366863903,6722,0.4517830229039072,312.3174603174603,456.1360605655781,499.38711463819993,2,0.031746031746031744,-30116.4,-23875.880000000005,68.0,0.9855072463768116,1
25,25378.67,26093.309999999998,-714.6399999999994,71,6,77,190,0.4052631578947368,6133,0.9726121369434306,357.44605633802814,509.97266649015853,377.28662413342965,3,0.04225352112676056,-6758.09,-714.6399999999987,69.0,0.8961038961038961,0
19362,16269.989999999998,31006.320000000003,-14736.330000000005,58,6,64,175,0.3657142857142857,5867,0.5247314095795717,280.5170689655172,232.7066795006984,366.60219219202725,1,0.017241379310344827,-17677.979999999996,-14736.329999999994,63.0,0.984375,0
6468,33565.64,17445.0,16120.64,74,6,80,176,0.45454545454545453,5989,1.924083691491884,453.5897297297297,710.7162586018572,229.68793612203496,5,0.06756756756756757,-3155.71,16120.64,1.0,0.0125,0
19363,36036.18,35572.15,464.02999999999884,74,6,80,179,0.44692737430167595,8275,1.0130447554895319,486.9754054054054,687.441802241478,414.7804058735978,5,0.06756756756756757,-4901.510000000002,464.02999999999827,41.0,0.5125,0
19364,28196.640000000003,18874.010000000002,9322.630000000001,79,6,85,181,0.4696132596685083,5736,1.4939400794270035,356.91949367088614,631.7890565644615,254.5545049231434,4,0.05063291139240506,-2485.46,9322.629999999996,4.0,0.047058823529411764,0
12903,29787.080000000005,54538.75,-24751.669999999995,87,6,93,186,0.5,6838,0.5461635992657302,342.38022988505753,512.1118079409073,716.5559126381324,2,0.022988505747126436,-28097.450000000004,-24751.67,91.0,0.978494623655914,0
19366,28989.99,123192.0,-94202.01,73,6,79,186,0.42473118279569894,6441,0.23532364114361873,397.12315068493155,407.50945545225176,1495.6245518177348,0,0.0,-98009.74999999999,-94202.00999999998,78.0,0.9873417721518988,0
19367,22742.109999999997,38045.630000000005,-15303.520000000008,70,6,76,178,0.42696629213483145,5987,0.5977587964610452,324.88728571428567,447.70436511687024,465.04412459106146,2,0.02857142857142857,-21367.18,-15303.519999999997,75.0,0.9868421052631579,0
26,10658.779999999999,9551.439999999999,1107.3400000000001,33,2,35,161,0.21739130434782608,6631,1.11593435114329,322.9933333333333,180.0424446600486,705.18345074172,0,0.0,-2944.6099999999997,1107.3399999999995,10.0,0.2857142857142857,0
19368,35519.509999999995,32555.239999999998,2964.269999999997,85,6,91,181,0.5027624309392266,5558,1.0910535446493081,417.87658823529404,595.8362294679257,448.4385427978585,6,0.07058823529411765,-7501.95,2964.2700000000013,53.0,0.5824175824175825,0
6469,15080.050000000001,28160.35,-13080.299999999997,59,6,65,183,0.3551912568306011,6963,0.5355064833876175,255.59406779661018,146.92112907738843,306.95520561910445,0,0.0,-15886.129999999997,-13080.299999999996,63.0,0.9692307692307692,1
12904,15330.61,17094.87,-1764.2599999999984,53,6,59,180,0.3277777777777778,7757,0.8967959393141455,289.2567924528302,248.03107335398352,217.3983386091071,2,0.03773584905660377,-3569.1200000000003,-1764.2600000000014,54.0,0.9152542372881356,0
27,9321.359999999999,8468.82,852.539999999999,33,2,35,178,0.19662921348314608,7302,1.1006680976687815,282.4654545454545,147.90416358851493,227.84394703392954,0,0.0,-2257.3600000000006,852.5399999999995,8.0,0.22857142857142856,1
6470,21179.689999999995,42866.91,-21687.22000000001,42,6,48,158,0.3037974683544304,7172,0.49408016578535546,504.2783333333332,595.4166596549978,380.3627702470366,1,0.023809523809523808,-28012.770000000004,-21687.220000000005,46.0,0.9583333333333334,0
12905,26600.289999999997,32223.22,-5622.930000000004,69,6,75,184,0.4076086956521739,7723,0.8255006792981736,385.5114492753623,492.85669358605105,298.17429625416514,3,0.043478260869565216,-12271.03,-5622.93,70.0,0.9333333333333333,0
19369,21977.79,28036.260000000002,-6058.470000000001,67,6,73,187,0.39037433155080214,6289,0.7839059132429251,328.02671641791045,486.87532448470324,383.87947733631194,1,0.014925373134328358,-13150.02,-6058.469999999999,69.0,0.9452054794520548,1
28,4971.42,7849.59,-2878.17,26,3,29,138,0.21014492753623187,6783,0.6333349893901038,191.20846153846153,134.91474527841075,144.9590286943176,0,0.0,-3336.9399999999996,-2878.1699999999996,23.0,0.7931034482758621,0
12907,14544.999999999996,15359.59,-814.5900000000038,38,4,42,154,0.2727272727272727,5768,0.9469653811757365,382.76315789473676,644.1010827758338,223.56956521777875,2,0.05263157894736842,-7688.3099999999995,-814.5899999999995,37.0,0.8809523809523809,0
29,29545.74,35610.17,-6064.429999999997,57,6,63,168,0.375,6605,0.8296994931271123,518.3463157894737,758.8826751209201,612.0180487017246,4,0.07017543859649122,-6421.240000000002,-6064.430000000001,19.0,0.30158730158730157,0
6471,18593.739999999998,36764.590000000004,-18170.850000000006,61,6,67,172,0.38953488372093026,5567,0.5057513221144108,304.81540983606556,457.6211706225059,421.77547649983956,1,0.01639344262295082,-21058.510000000002,-18170.85,66.0,0.9850746268656716,1
19372,17750.8,25984.58,-8233.780000000002,51,6,57,178,0.3202247191011236,5044,0.6831282244822456,348.0549019607843,445.03701764852116,246.2006125635488,2,0.0392156862745098,-10821.860000000002,-8233.780000000002,56.0,0.9824561403508771,1
30,22442.8,51750.83,-29308.030000000002,77,6,83,175,0.4742857142857143,5469,0.4336703391919768,291.46493506493505,336.58295152444015,419.05666726191896,2,0.025974025974025976,-30729.120000000003,-29308.030000000002,82.0,0.9879518072289156,1
12909,19911.640000000003,11199.61,8712.030000000002,52,5,57,171,0.3333333333333333,6659,1.7778869084032494,382.9161538461539,618.4272529226587,115.58957228054784,2,0.038461538461538464,-2041.65,8712.029999999999,9.0,0.15789473684210525,1
31,33138.2,22022.739999999998,11115.46,93,6,99,188,0.526595744680851,7688,1.5047264781083223,356.3247311827957,575.3531617578578,229.12855009070057,4,0.043010752688172046,-4214.9,11115.46,22.0,0.2222222222222222,0
12910,30121.77,66383.42,-36261.649999999994,66,6,72,175,0.4114285714285714,6232,0.45375441638207625,456.39045454545453,688.3892506433614,741.480794887276,2,0.030303030303030304,-42677.83999999999,-36261.65,72.0,1.0,0
19374,33082.39,33146.759999999995,-64.36999999999534,93,6,99,180,0.55,6498,0.9980580303776884,355.72462365591394,496.4627330086649,153.83374181238656,5,0.053763440860215055,-5348.2,-64.36999999999964,62.0,0.6262626262626263,0
33,27874.74,25270.99,2603.75,76,6,82,176,0.4659090909090909,7177,1.103033161696355,366.77289473684215,593.1562403747505,327.7459873387722,4,0.05263157894736842,-4599.38,2603.750000000001,39.0,0.47560975609756095,1
34,23098.940000000002,17135.42,5963.520000000004,56,4,60,185,0.32432432432432434,7722,1.3480229838925444,412.48107142857145,746.7718080978556,244.1722480135693,3,0.05357142857142857,-7454.74,5963.52,35.0,0.5833333333333334,0
6474,13504.050000000001,29350.29,-15846.24,50,6,56,183,0.30601092896174864,7874,0.4600993720859283,270.081,147.08505464179424,212.4969570370361,0,0.0,-17280.929999999997,-15846.239999999998,55.0,0.9821428571428571,0
12911,11532.14,27421.66,-15889.52,37,3,40,176,0.22727272727272727,6323,0.4205485736304604,311.67945945945945,233.16106771864744,425.05482544412234,0,0.0,-23510.6,-15889.51999999999,39.0,0.975,1
12912,21786.75,61826.049999999996,-40039.299999999996,54,6,60,174,0.3448275862068966,6448,0.3523878688618732,403.4583333333333,526.4492471040443,878.8059767984439,0,0.0,-43010.829999999994,-40039.299999999996,59.0,0.9833333333333333,0
6476,32299.739999999994,20694.469999999998,11605.269999999997,76,6,82,189,0.43386243386243384,7049,1.560790877874099,424.99657894736833,639.3730015185243,218.15467296545964,4,0.05263157894736842,-4828.41,11605.270000000002,30.0,0.36585365853658536,0
6477,30322.43,35226.37,-4903.940000000002,80,6,86,177,0.4858757062146893,6688,0.8607878131961713,379.030375,617.8248034787276,432.59529800573046,3,0.0375,-9844.46,-4903.940000000002,83.0,0.9651162790697675,0
6478,22657.11,25190.8,-2533.6899999999987,60,6,66,179,0.3687150837988827,6407,0.8994200263231251,377.6185,481.97064859582616,222.6323127191259,3,0.05,-6460.749999999998,-2533.689999999998,46.0,0.696969696969697,0
36,27189.54,25749.17,1440.3700000000026,62,6,68,183,0.37158469945355194,6871,1.0559385020543988,438.5409677419355,680.4803391860196,244.0036471380431,4,0.06451612903225806,-5787.37,1440.3700000000013,26.0,0.38235294117647056,0
37,8486.74,7552.5,934.2399999999998,39,2,41,185,0.22162162162162163,7995,1.123699437123641,217.60871794871795,123.41343139347958,563.210551215085,0,0.0,-4299.9400000000005,934.2399999999997,27.0,0.6585365853658537,0
38,27440.830000000005,45358.13,-17917.299999999992,62,6,68,183,0.37158469945355194,6871,0.6049815104678042,442.5940322580646,709.6993927504515,366.2623008400765,3,0.04838709677419355,-19527.53,-17917.299999999996,61.0,0.8970588235294118,0
39,32416.95,43185.670000000006,-10768.720000000005,99,6,105,191,0.5497382198952879,6316,0.7506413585629065,327.4439393939394,429.2602208161608,451.81146826598666,3,0.030303030303030304,-23104.47,-10768.720000000008,103.0,0.9809523809523809,0
6479,21524.59,25347.510000000002,-3822.920000000002,73,6,79,182,0.4340659340659341,6105,0.8491796629787628,294.85739726027396,342.908287617466,332.2046833956439,2,0.0273972602739726,-8616.48,-3822.920000000003,72.0,0.9113924050632911,0
6480,30088.930000000004,81695.63,-51606.7,77,6,83,186,0.44623655913978494,7568,0.36830525695966476,390.76532467532473,554.6246820683629,1312.3211971833218,2,0.025974025974025976,-53167.31000000001,-51606.700000000004,81.0,0.9759036144578314,0
40,9747.52,8528.0,1219.5200000000004,38,2,40,170,0.23529411764705882,5990,1.1430018760385785,256.5136842105263,230.74290374636223,440.10326061050694,1,0.02631578947368421,-3185.1099999999997,1219.5200000000004,27.0,0.675,0
6481,20615.19,12461.25,8153.939999999999,47,3,50,180,0.2777777777777778,7081,1.6543436652298649,438.6210638297872,584.745996585489,483.615822631973,2,0.0425531914893617,-2536.2999999999997,8153.939999999998,9.0,0.18,0
19378,30623.420000000002,86105.25000000001,-55481.830000000016,82,6,88,168,0.5238095238095238,5997,0.3556510201136905,373.4563414634147,575.6104260170557,1217.4813866297916,2,0.024390243902439025,-61568.35000000002,-55481.83000000002,87.0,0.9886363636363636,0
19379,38609.26,25180.839999999997,13428.420000000006,80,6,86,182,0.4725274725274725,7298,1.5332792710039351,482.61575000000005,826.621430391028,336.24799518609274,6,0.075,-4035.27,13428.42,7.0,0.08139534883720931,0
12915,26703.780000000002,29511.26,-2807.479999999996,78,6,84,171,0.49122807017543857,5386,0.9048674980022926,342.35615384615386,555.0808631818695,336.8291347058128,2,0.02564102564102564,-10290.41,-2807.479999999999,80.0,0.9523809523809523,0
41,17286.229999999996,24015.28,-6729.050000000003,55,6,61,189,0.32275132275132273,7779,0.719801309802767,314.29509090909085,174.12080729442405,303.26492238085604,0,0.0,-10535.22,-6729.05,51.0,0.8360655737704918,0
19380,16532.200000000004,34333.2,-17800.999999999993,55,6,61,188,0.324468085106383,6531,0.4815222583248425,300.58545454545464,363.84844114211734,441.32926202553125,1,0.01818181818181818,-20780.99,-17800.999999999996,59.0,0.9672131147540983,0
42,29306.059999999998,37010.75,-7704.690000000002,95,6,101,160,0.63125,6837,0.791825618211146,308.4848421052631,486.48510301231255,352.33574972839,3,0.031578947368421054,-12535.630000000001,-7704.69,98.0,0.9702970297029703,1
6482,20231.309999999998,18393.9,1837.4099999999962,74,6,80,155,0.5161290322580645,6505,1.0998923555580982,273.39608108108104,345.32319428988353,207.53647149356664,1,0.013513513513513514,-5953.98,1837.4100000000008,59.0,0.7375,0
6483,14774.509999999998,19637.13,-4862.620000000003,54,6,60,175,0.34285714285714286,6838,0.7523762382409049,273.602037037037,140.2660972685203,186.13317133171083,0,0.0,-6199.620000000003,-4862.620000000003,59.0,0.9833333333333333,0
6484,38862.13,57416.33,-18554.200000000004,92,6,98,176,0.5568181818181818,6288,0.676848032594963,422.4144565217391,645.3824676484891,735.4197225915734,4,0.043478260869565216,-26389.519999999997,-18554.200000000004,97.0,0.9897959183673469,1
43,19098.41,31918.760000000002,-12820.350000000002,45,5,50,154,0.3246753246753247,6803,0.5983443592232798,424.4091111111111,751.4661500748273,493.5417171526638,2,0.044444444444444446,-16712.210000000003,-12820.350000000002,42.0,0.84,0
44,21946.97,21561.63,385.34000000000015,75,6,81,183,0.4426229508196721,6932,1.0178715616111642,292.6262666666667,335.9412542788015,277.99891480004015,1,0.013333333333333334,-6306.160000000002,385.33999999999884,63.0,0.7777777777777778,0
19382,25338.83,19171.5,6167.330000000002,59,6,65,183,0.3551912568306011,5928,1.3216926165755578,429.47169491525426,618.539922771841,230.68040879103714,5,0.0847457627118644,-2535.46,6167.330000000002,5.0,0.07692307692307693,0
12919,37608.87,38972.72,-1363.8499999999985,72,6,78,179,0.43575418994413406,7393,0.9650050086069177,522.3454166666667,673.2586322557373,514.2469124716907,6,0.08333333333333333,-9456.66,-1363.8499999999963,49.0,0.6282051282051282,0
12920,20400.13,58247.1,-37846.97,71,6,77,174,0.4425287356321839,6936,0.3502342605837847,287.32577464788733,248.29605366326,393.7294794652795,0,0.0,-41232.280000000006,-37846.969999999994,76.0,0.987012987012987,1
12921,30422.12000000001,24226.15,6195.970000000008,87,6,93,156,0.5961538461538461,6412,1.2557554542816027,349.67954022988516,603.8908635497445,312.56033109892024,4,0.04597701149425287,-7295.49,6195.970000000001,55.0,0.5913978494623656,1
45,6970.25,13864.34,-6894.09,31,4,35,174,0.20114942528735633,6169,0.5027466146601464,224.84677419354838,128.38436910016466,322.2020622218299,0,0.0,-8884.989999999998,-6894.089999999998,35.0,1.0,0
46,12216.83,12494.4,-277.5699999999997,36,2,38,177,0.21468926553672316,7236,0.9777844473541919,339.3563888888889,491.39118931663387,855.3163625232481,1,0.027777777777777776,-2219.029999999999,-277.5699999999988,13.0,0.34210526315789475,0
6487,20279.729999999996,40445.600000000006,-20165.87000000001,66,6,72,168,0.42857142857142855,6728,0.5014075696614362,307.2686363636363,471.24408850774614,236.09935126269787,1,0.015151515151515152,-25044.03999999999,-20165.86999999999,71.0,0.9861111111111112,0
6488,22175.75,73876.68,-51700.92999999999,58,6,64,175,0.3657142857142857,5862,0.3001725307593659,382.3405172413793,608.2661179278572,941.506694909813,2,0.034482758620689655,-58191.11999999999,-51700.929999999986,63.0,0.984375,0
12922,20814.13,22685.36,-1871.2299999999996,70,6,76,169,0.44970414201183434,6021,0.9175137621392161,297.3447142857143,335.5467821450359,272.4085341296535,2,0.02857142857142857,-5020.41,-1871.2299999999989,58.0,0.7631578947368421,1
12923,18997.650000000005,37818.12,-18820.469999999998,42,6,48,169,0.28402366863905326,6886,0.5023425278543107,452.3250000000001,712.720674092781,468.89560795554485,2,0.047619047619047616,-18849.1,-18820.469999999998,43.0,0.8958333333333334,0
6489,44237.189999999995,23626.12,20611.069999999996,88,6,94,176,0.5340909090909091,7299,1.8723848858012917,502.6953409090909,799.9124067376102,292.19364439813995,7,0.07954545454545454,-3575.62,20611.070000000003,6.0,0.06382978723404255,0
19385,11079.91,12964.52,-1884.6100000000006,34,4,38,141,0.2695035460992908,6663,0.854633260556146,325.87970588235294,584.9941745241431,29.166012183132935,1,0.029411764705882353,-6983.89,-1884.6100000000008,38.0,1.0,0
19386,36381.86,25725.840000000004,10656.019999999997,90,6,96,184,0.5217391304347826,7723,1.4142146572701135,404.2428888888889,632.0485156464547,372.5954476372464,3,0.03333333333333333,-7097.620000000003,10656.019999999999,39.0,0.40625,0
