id,title,career,zip_code,residence,loan,term,interest_rate,issue_time,syndicated,installment,record_time,history_time,total_accounts,balance_accounts,balance_limit,balance,level
73565,9,9.0,181251,0,15350,60,10.0,1228176929,0,0,1318899178,661307966,25,7,31400.0,7209.0,A3
73566,2,10.0,601200,1,10000,12,22.6,1172534400,0,0,1132012800,1013904000,3,2,3743.0,1868.5,A2
73567,10,2.0,371807,2,5950,36,13.55,1222906363,0,0,1222907517,653443986,21,5,17300.0,14597.0,B1
73568,2,10.0,601404,1,9000,12,17.15,1173398400,0,0,1137628800,1086912000,4,2,1440.0,882.41,B0
73569,7,10.0,451945,0,12950,60,14.45,1180832042,0,0,1323392340,803347515,19,8,14600.0,1644.0,B2
73570,8,6.0,311662,0,15350,36,10.9,1138840227,0,0,1138841228,766455161,23,14,27200.0,16668.0,A4
73571,8,10.0,121062,0,29900,36,13.05,1180830802,0,0,1180830659,319596820,22,11,68300.0,54949.0,B1
73572,0,2.0,601205,1,9000,12,9.0,1157241600,0,0,1104969600,1056585600,5,2,3024.0,1576.48,A1
73573,6,,171193,1,7000,36,8.25,1157156443,0,0,1157158406,282616149,19,6,20300.0,11377.0,A3
73574,10,7.0,131104,1,3700,36,13.0,1172882220,0,0,1172881059,813888901,26,10,11800.0,7347.0,B1
73575,1,6.0,602308,0,7000,12,18.35,1184457600,0,0,1148601600,1037577600,1,1,1141.0,638.72,B1
73576,2,5.0,601910,1,8000,12,24.8,1192233600,0,0,1130803200,1045785600,3,2,2492.0,1356.07,B2
73577,0,10.0,601603,1,9000,12,24.95,1131062400,0,0,1138406400,1013299200,2,1,1512.0,868.98,B4
73578,6,10.0,241486,2,5200,36,18.0,1220315462,0,1,1279929726,903228300,29,12,10700.0,2155.0,B3
73579,6,10.0,431918,0,5200,36,11.55,1191369694,0,1,1191372380,690338236,30,20,64200.0,33279.0,A5
73580,2,4.0,602505,1,10000,12,16.85,1168041600,0,0,1133308800,1062892800,6,2,1620.0,1483.86,B2
73581,10,10.0,151164,2,5950,36,7.9,1094084865,0,0,1094083657,564107984,20,9,40600.0,19553.0,A2
73582,0,10.0,603008,1,8000,12,27.9,1158883200,0,0,1150502400,1039996800,4,2,1575.0,1428.86,B0
73583,9,10.0,181278,1,7200,36,10.9,1162426404,0,0,1162428353,761357022,13,10,36800.0,9591.0,A4
73584,9,6.0,101010,1,21300,36,6.1,1125622176,0,0,1125620954,745460360,28,16,31300.0,21579.0,A0
73585,6,3.0,331714,0,11050,36,14.0,1207096356,0,0,1207094482,624502358,31,19,92200.0,34731.0,B1
73586,9,8.0,361785,2,21300,36,9.95,1157156516,0,1,1247877462,569376833,18,7,34600.0,1104.0,A4
73587,7,2.0,291601,1,16500,36,9.95,1154477633,0,0,1175213726,658715748,13,8,22500.0,14618.0,A4
73588,7,9.0,121062,1,10400,36,9.7,1112402152,0,0,1120177099,582424692,12,7,13200.0,9385.0,A3
73589,6,10.0,181272,1,16500,36,11.6,1120264725,0,0,1164328122,603591119,20,12,14400.0,10637.0,A4
73590,0,8.0,602506,1,8000,12,8.6,1145491200,0,0,1124064000,1072224000,2,1,808.0,704.18,A4
73591,2,9.0,603004,1,9000,12,17.15,1148169600,0,0,1119571200,1069286400,5,2,2080.0,1296.58,A4
73592,0,5.0,601603,1,11000,12,11.6,1135382400,0,0,1152144000,1090281600,7,7,6327.0,3656.53,A3
73593,9,6.0,241462,0,2850,36,10.95,1154477608,0,1,1154478628,824516500,44,16,31900.0,18067.0,A4
73594,0,9.0,601401,1,10000,12,14.9,1188000000,0,0,1105660800,1031011200,6,3,1938.0,1851.87,B0
73595,0,8.0,602001,1,9000,12,26.55,1151280000,0,0,1108857600,1034208000,2,1,1044.0,881.86,A2
73596,0,10.0,601107,1,9000,12,18.45,1142467200,0,0,1140912000,1044057600,3,2,1359.0,862.27,B1
73597,6,,311666,1,5200,36,11.45,1194048897,0,0,1194048258,332553660,38,9,25500.0,8078.0,A5
73598,0,10.0,601506,1,10000,12,12.05,1143763200,0,0,1134432000,1022889600,2,2,3474.0,1731.93,B2
73599,0,9.0,602102,1,9000,12,5.5,1189036800,0,0,1152489600,1036540800,18,7,6550.0,4916.81,B2
73600,10,9.0,121068,1,7200,36,15.5,1094086629,0,0,1145923248,792893031,26,9,14900.0,4032.0,B1
73601,2,10.0,602505,1,9000,12,9.65,1186185600,0,0,1158278400,1075248000,2,1,1080.0,804.41,A1
73602,0,7.0,602501,1,9000,12,5.4,1151107200,0,0,1099785600,1033171200,7,4,2568.0,2344.6,B1
73603,0,10.0,601303,1,8000,12,21.75,1140307200,0,0,1128124800,1075680000,1,1,1328.0,736.98,A2
73604,0,4.0,601510,0,8000,12,27.35,1153872000,0,0,1130544000,1054771200,2,1,856.0,796.56,A5
73605,0,5.0,602101,1,8000,12,15.9,1152057600,0,0,1120348800,1024790400,1,1,968.0,786.62,A0
73606,0,10.0,602102,1,7000,12,11.05,1145491200,0,0,1160611200,1057968000,1,1,965.0,691.87,B3
73607,0,7.0,603003,1,13000,12,25.65,1156982400,0,0,1149292800,1070236800,6,4,4040.0,3962.05,B1
73608,8,8.0,482003,0,20900,36,6.5,1138840664,0,0,1193272816,635126820,34,14,45900.0,9301.0,A1
73609,0,0.0,601606,1,11000,12,20.2,1175212800,0,0,1159142400,1082937600,4,3,4900.0,2787.03,B4
73610,0,5.0,602710,1,9000,12,9.15,1176422400,0,0,1153267200,1082505600,1,1,1188.0,818.57,B0
73611,0,9.0,602006,1,10000,12,29.05,1136419200,0,0,1139097600,1088035200,4,2,1630.0,967.21,A3
73612,8,10.0,311661,0,15350,36,6.95,1143939343,0,0,1159491202,585017790,25,10,21900.0,12893.0,A2
73613,0,10.0,601106,1,10000,12,18.45,1149120000,0,0,1133136000,1035763200,10,5,2889.0,2656.97,A4
73614,0,10.0,602705,1,11000,12,27.0,1164153600,0,0,1134691200,1098835200,2,1,1309.0,1046.64,A3
73615,2,0.0,602402,2,10000,12,12.2,1169683200,0,0,1118188800,1071532800,3,3,2140.0,1998.35,A0
73616,0,6.0,601607,1,8000,12,15.35,1141344000,0,0,1153353600,1094860800,2,1,1184.0,722.71,A4
73617,0,10.0,602900,1,9000,12,22.1,1179792000,0,0,1112659200,1045353600,5,3,2480.0,1947.91,A2
73618,0,10.0,601400,1,9000,12,22.35,1162684800,0,0,1132617600,1079222400,4,2,1287.0,824.15,B4
73619,2,4.0,602002,1,10000,12,17.9,1176508800,0,0,1111536000,1011139200,2,1,1700.0,946.3,A2
73620,7,10.0,181231,1,15350,36,15.35,1112400553,0,1,1114993619,792894150,36,19,29600.0,14818.0,B2
73621,9,6.0,241487,0,10400,36,14.4,1172882319,0,0,1191024955,989973815,7,6,19600.0,8388.0,B2
73622,10,4.0,401854,0,11050,36,14.25,1086136091,0,0,1140568871,784946732,43,16,13100.0,5688.0,B0
73623,0,5.0,601809,1,11000,12,13.65,1183248000,0,0,1121558400,1079136000,3,3,4158.0,2678.42,B2
73624,8,1.0,121062,0,11050,36,6.55,1136160154,0,0,1175041646,784944235,11,8,27300.0,7336.0,A1
73625,2,3.0,602106,1,9000,12,24.75,1145750400,0,0,1113868800,1092700800,8,4,4658.0,3320.37,B4
73626,7,0.0,542134,0,7200,36,9.25,1141258513,0,0,1156810457,840157022,35,10,9900.0,6864.0,A3
73627,9,9.0,271556,0,7800,36,11.4,1196640479,0,1,1282177033,829615182,17,7,23300.0,860.0,A5
73628,8,5.0,301646,0,33050,36,18.85,1138841162,0,0,1224377965,750730983,28,12,9900.0,4153.0,C2
73629,0,8.0,603006,2,10000,12,16.65,1168214400,0,0,1102896000,1060387200,12,5,4320.0,2663.51,A2
73630,8,10.0,221379,1,7200,36,12.75,1141258646,0,0,1231979309,548209827,16,5,13000.0,520.0,B1
73631,0,2.0,602400,1,11000,12,26.3,1157673600,0,0,1113782400,1006473600,5,2,3620.0,1988.59,B1
73632,7,5.0,181264,0,33050,36,13.7,1107303027,0,0,1179880380,456193665,42,16,16100.0,9347.0,B0
73633,0,10.0,601500,1,10000,12,14.2,1174780800,0,0,1111708800,1054512000,1,1,1380.0,904.28,A0
73634,10,3.0,311677,0,7200,36,16.25,1080865309,0,0,1101601348,840156216,8,6,8800.0,6732.0,B2
73635,8,4.0,191298,1,10400,36,14.5,1112402894,0,1,1112401208,800668943,14,8,23700.0,11989.0,B1
73636,7,8.0,151163,0,23000,36,6.5,1170376931,0,1,1206662967,763777990,29,12,68700.0,15862.0,A1
73637,2,6.0,602306,1,9000,12,22.1,1173052800,0,0,1148860800,1083110400,4,2,1782.0,818.57,A5
73638,2,2.0,602604,1,8000,12,30.1,1191888000,0,0,1139356800,1045785600,5,2,2928.0,1555.66,B4
73639,7,10.0,231419,2,10400,60,8.45,1128213451,0,0,1141173885,590374726,36,18,75000.0,9449.0,A2
73640,10,5.0,231428,1,15350,36,12.25,1070412321,0,0,1114476628,661306047,38,15,36600.0,8962.0,A4
73641,8,0.0,191296,1,7200,36,12.6,1114993496,0,1,1166833102,379987379,15,6,5900.0,3953.0,A5
73642,0,2.0,601204,2,10000,12,13.95,1136851200,0,0,1106524800,1035763200,2,1,1819.0,935.38,B0
73643,8,3.0,181227,1,5950,36,10.45,1136160671,0,0,1216514310,805940517,15,9,27600.0,1133.0,A4
73644,2,7.0,602505,1,8000,12,12.0,1142380800,0,0,1142640000,1077926400,1,1,1504.0,784.02,A4
73645,9,10.0,201324,0,15350,60,20.85,1259713119,0,0,1391905448,490322752,21,8,8100.0,3587.0,B4
73646,2,7.0,601106,1,9000,12,12.95,1180828800,0,0,1118016000,1079049600,5,2,2106.0,1267.49,A5
73647,0,10.0,601205,2,8000,12,26.55,1156032000,0,0,1135382400,1063929600,7,3,2366.0,1216.62,B3
73648,7,10.0,131102,1,10400,36,11.45,1143937452,0,1,1154306065,737511142,27,10,48500.0,9105.0,A5
73649,9,8.0,121063,2,29900,60,13.35,1146528251,0,1,1216515100,619229236,30,15,26900.0,19274.0,B1
73650,8,10.0,502042,0,11050,36,8.4,1165017670,0,0,1190938723,261536011,38,9,13100.0,9164.0,A3
73651,2,5.0,602005,1,3000,12,13.55,1137801600,0,0,1111622400,1075334400,1,1,363.0,207.08,B2
73652,0,10.0,602106,1,9000,12,23.45,1179014400,0,0,1127520000,1026086400,1,1,1764.0,803.38,A1
73653,0,10.0,602304,1,9000,12,5.35,1131062400,0,0,1116979200,1019865600,5,4,3679.0,3189.3,A4
73654,0,10.0,602305,1,11000,12,17.0,1172016000,0,0,1156377600,1070496000,9,4,3828.0,2139.1,A3
73655,0,0.0,601709,1,9000,12,17.8,1148860800,0,0,1135468800,1082937600,1,1,1107.0,882.41,B5
73656,2,0.0,601400,1,9000,12,17.9,1179273600,0,0,1106611200,1039910400,2,2,2074.0,1676.89,B2
73657,10,5.0,151162,0,25500,60,19.8,1086136429,0,1,1143161592,698287067,14,7,22300.0,20983.0,B5
73658,10,6.0,311674,0,11050,36,12.9,1170375150,0,1,1170377790,858471987,24,13,38200.0,24323.0,B1
73659,10,6.0,241456,0,21300,36,15.4,1109721898,0,0,1109725017,669168275,26,8,29900.0,21485.0,B2
73660,1,5.0,601605,1,9000,12,26.55,1163203200,0,0,1153180800,1081555200,2,1,1746.0,883.42,A3
73661,9,1.0,211346,0,5950,36,17.5,1146530448,0,0,1146530084,658716266,12,5,35100.0,13867.0,B4
73662,2,5.0,601902,1,8000,12,5.6,1158278400,0,0,1119484800,1068595200,2,1,1544.0,708.91,A3
73663,1,3.0,601410,1,9000,12,30.2,1163721600,0,0,1106956800,1083974400,8,3,2430.0,1737.54,B1
73664,9,8.0,401852,0,11050,36,11.5,1196641702,0,0,1209600844,724464489,9,8,22900.0,10773.0,A5
73665,7,5.0,401854,0,7200,36,10.45,1183423120,0,0,1183423993,850695459,37,21,24400.0,17097.0,A4
73666,10,10.0,181227,1,15950,60,20.85,1070410225,0,0,1083370635,572057858,22,7,17800.0,15306.0,C2
73667,9,2.0,201322,1,15350,36,7.3,1157157414,0,0,1196037854,201055862,14,7,13800.0,9253.0,A2
73668,8,3.0,311679,1,5950,36,5.3,1159748560,0,0,1172709121,598234295,17,12,11800.0,5258.0,A0
73669,9,10.0,552152,0,15950,60,18.8,1128211417,0,0,1221526237,414204098,46,16,10400.0,8335.0,C1
73670,9,7.0,181267,0,16500,60,16.3,1125619310,0,1,1268179493,592965481,32,8,26400.0,2457.0,B3
73671,0,8.0,601103,1,11000,12,29.3,1184803200,0,0,1155859200,1091232000,3,2,3219.0,1937.86,B0
73672,6,10.0,181233,0,11050,36,10.8,1167698009,0,1,1167697812,566698539,36,10,27300.0,15483.0,A4
73673,0,6.0,602909,2,10000,12,11.05,1189382400,0,0,1146355200,1083283200,8,3,1290.0,944.0,B2
73674,1,8.0,602108,1,9000,12,21.6,1177977600,0,0,1161043200,1094947200,9,4,3420.0,2995.1,A1
73675,0,2.0,601206,1,9000,12,22.95,1173657600,0,0,1158883200,1072396800,11,4,2369.0,2211.76,A2
73676,0,3.0,602400,1,12000,12,11.15,1188604800,0,0,1102464000,1045267200,2,2,3760.0,1928.98,A2
73677,0,4.0,601100,1,9000,12,11.95,1138320000,0,0,1151452800,1024185600,2,2,2444.0,1209.97,A5
73678,1,10.0,602106,1,8000,12,19.6,1169856000,0,0,1155427200,1095811200,1,1,1496.0,770.15,A2
73679,10,1.0,231399,1,1800,36,14.25,1094085309,0,1,1174436490,663984379,18,6,2300.0,335.0,B1
73680,6,2.0,241453,0,23000,60,9.9,1165019049,0,1,1284252818,537755648,26,13,24300.0,6825.0,A4
73681,8,9.0,311668,0,21300,36,13.8,1172880855,0,0,1185840341,869014532,23,13,35900.0,17763.0,B1
73682,0,9.0,602605,2,10000,12,19.55,1175299200,0,0,1137024000,1096588800,8,3,4312.0,2700.19,A4
73683,7,3.0,231411,0,10400,36,7.3,1157157690,0,0,1162341458,798078680,16,7,23200.0,9593.0,A2
73684,10,6.0,361790,1,15350,36,14.1,1054599295,0,0,1054598811,711247930,34,10,20500.0,16105.0,B0
73685,0,10.0,601701,1,9000,12,5.7,1167696000,0,0,1146355200,1071878400,2,1,1107.0,870.01,A4
73686,10,2.0,401852,0,26100,36,10.15,923097621,0,0,1006044962,450922820,39,9,6400.0,2524.0,A4
73687,0,10.0,602101,1,8000,12,15.95,1158969600,0,0,1143244800,1024876800,6,4,2768.0,1533.54,A4
73688,8,10.0,291613,0,33050,60,12.8,1141259202,0,0,1219020452,795401061,23,7,58800.0,20616.0,B1
73689,7,10.0,401852,0,21300,36,10.1,1128213767,0,0,1128211458,761356905,21,13,50900.0,30992.0,A3
73690,6,,401867,1,7200,36,7.0,1136161913,0,0,1136161486,111631575,17,6,19000.0,8600.0,A1
73691,9,5.0,101032,2,15350,36,12.05,1175559681,0,1,1175559322,950748469,19,11,38700.0,15682.0,B0
73692,8,10.0,301647,0,26100,36,11.85,1222908727,0,0,1238457815,474681950,37,19,48400.0,21559.0,A5
73693,0,3.0,601108,2,8000,12,24.8,1154131200,0,0,1121817600,1054425600,1,1,976.0,796.56,A4
73694,9,10.0,301648,0,9850,36,8.65,1138840032,0,1,1138839684,908499330,18,12,11300.0,10393.0,A3
73695,9,10.0,401860,1,21300,60,16.15,1175560840,0,0,1214439909,884911766,28,13,58600.0,16400.0,B3
73696,9,0.0,291607,0,10050,36,13.2,1138839806,0,0,1138841927,705977884,32,16,23500.0,14512.0,B1
73697,0,9.0,601205,1,10000,12,25.45,1131667200,0,0,1124064000,1064448000,1,1,1780.0,993.47,A1
73698,0,1.0,602203,1,7000,12,5.85,1133654400,0,0,1160179200,1077840000,1,1,1134.0,691.87,A4
73699,2,10.0,602708,1,9000,12,23.2,1177718400,0,0,1128124800,1006387200,1,1,1647.0,894.67,B1
73700,6,7.0,421895,0,33050,60,21.05,1154479558,0,0,1175215563,821839143,31,17,40000.0,32181.0,C5
73701,9,4.0,241459,0,1800,36,12.0,1175560441,0,0,1175558453,1029458130,22,13,18100.0,9085.0,B0
73702,0,9.0,601410,1,10000,12,7.8,1167264000,0,0,1112832000,1081382400,8,3,4264.0,2596.35,A1
73703,0,,601508,1,8000,12,12.95,1161734400,0,0,1118275200,1087430400,2,1,1344.0,794.36,B1
73704,0,,601307,2,10000,12,25.9,1131321600,0,0,1103932800,1040342400,7,3,1950.0,939.19,A2
73705,8,1.0,341756,0,15350,36,10.0,1249173294,0,1,1316563703,887590072,19,7,10400.0,4803.0,A3
73706,8,10.0,231401,0,15350,36,7.9,1138839951,0,0,1138841936,537756097,26,13,39500.0,15688.0,A2
73707,0,2.0,602610,1,8000,12,20.2,1155600000,0,0,1130976000,1033084800,2,2,2288.0,1267.92,B3
73708,0,0.0,601200,1,9000,12,7.25,1154995200,0,0,1107475200,1084838400,4,2,2124.0,1721.95,B2
73709,7,7.0,171201,0,21300,36,8.4,1172881217,0,0,1258418357,600913463,28,9,28900.0,2166.0,A3
73710,7,10.0,522086,0,10400,36,7.9,1172881455,0,0,1201393605,745460081,22,13,15200.0,7443.0,A2
73711,2,10.0,602108,1,10000,12,8.3,1175212800,0,0,1104883200,1033430400,4,2,1600.0,900.88,B1
73712,8,2.0,552154,0,10400,36,6.45,1172882602,0,0,1203984573,669168359,20,8,9700.0,6944.0,A1
73713,0,10.0,601208,1,9000,12,20.65,1145750400,0,0,1155600000,1025049600,1,1,1395.0,818.57,A1
73714,9,0.0,311674,1,12950,36,7.6,1122942083,0,1,1151455990,727143268,29,21,34200.0,10086.0,A2
73715,1,0.0,601808,1,8000,12,8.1,1131062400,0,0,1117929600,1043366400,1,1,1552.0,795.24,A4
73716,0,10.0,602008,1,9000,12,19.0,1144713600,0,0,1158537600,1081987200,3,3,2565.0,1490.22,B0
73717,0,2.0,602809,1,10000,12,12.2,1152835200,0,0,1116806400,1050969600,3,3,4374.0,2695.78,B0
73718,0,10.0,601609,1,10000,12,7.25,1137110400,0,0,1141776000,1042156800,4,3,5122.0,2567.29,B2
73719,9,10.0,321698,1,10400,60,10.35,1009932980,0,0,1009931982,603591882,24,6,18700.0,13534.0,A4
73720,10,10.0,311675,1,10400,36,10.75,1172882466,0,0,1193616511,771725744,20,7,13500.0,8069.0,A4
73721,8,10.0,221371,0,29900,36,11.1,1112402403,0,0,1146097686,679711464,42,11,80700.0,20480.0,A3
73722,0,1.0,602510,1,12000,12,20.75,1152144000,0,0,1149465600,1020988800,7,7,7936.0,6300.02,A4
73723,10,7.0,181227,2,21300,36,7.95,1101946968,0,1,1135642128,745459897,20,11,30500.0,13544.0,A2
73724,0,10.0,601408,1,10000,12,23.75,1155686400,0,0,1158710400,1058313600,2,1,1190.0,999.38,A0
73725,8,9.0,461969,2,15950,60,15.6,1141260559,0,1,1211242922,414201761,38,14,15300.0,10429.0,B3
73726,0,10.0,602109,1,9000,12,21.6,1130630400,0,0,1114646400,1098230400,6,3,3026.0,1656.44,B1
73727,9,5.0,141143,1,11050,36,14.85,1128212610,0,0,1187827332,756001465,13,8,6700.0,5224.0,B2
73728,0,6.0,602504,1,8000,12,10.5,1181088000,0,0,1122854400,1037923200,1,1,944.0,796.56,A4
73729,7,10.0,241456,0,25500,60,11.0,1151798893,0,0,1239929349,624501875,41,19,55300.0,14462.0,A4
73730,2,2.0,602905,1,9000,12,19.85,1163980800,0,0,1147392000,1049068800,5,2,1134.0,854.13,A3
73731,0,1.0,601705,1,10000,12,9.9,1179532800,0,0,1158710400,1029110400,12,5,5841.0,3220.36,A2
73732,10,10.0,361789,1,10400,36,8.9,1107305077,0,0,1161735637,598234042,25,11,14100.0,4582.0,A2
73733,0,6.0,601308,1,9000,12,15.8,1174089600,0,0,1157932800,1077753600,32,11,7600.0,4948.78,B1
73734,9,10.0,211351,2,9850,36,12.25,1141257680,0,0,1180139828,758680006,25,9,12100.0,5822.0,B0
73735,0,10.0,601609,1,10000,12,17.95,1131148800,0,0,1112227200,1074384000,7,3,3402.0,2688.81,A1
73736,0,10.0,601403,1,9000,12,30.3,1145750400,0,0,1105488000,1017964800,8,4,3200.0,2404.79,B1
73737,4,7.0,603010,1,8000,12,28.3,1192579200,0,0,1138924800,1061596800,1,1,1384.0,736.98,A0
73738,8,10.0,101001,0,5950,36,11.4,1162427587,0,0,1162428222,721872241,17,11,33800.0,21883.0,A5
73739,0,7.0,602700,1,9000,12,15.1,1178668800,0,0,1155772800,1061683200,4,3,2033.0,1725.07,B4
73740,10,1.0,191306,0,5200,36,9.45,1235952666,0,1,1235952966,795398478,37,21,57100.0,17013.0,A3
73741,8,2.0,181234,1,33050,36,13.6,1220316624,0,1,1292890111,340503910,29,12,15200.0,9562.0,B1
73742,1,2.0,602301,0,10000,12,12.7,1163808000,0,0,1102032000,1080432000,2,2,2982.0,1880.72,A5
73743,8,5.0,371804,0,25500,36,15.35,1172882425,0,0,1191026563,763778790,31,14,38700.0,24055.0,B2
73744,0,10.0,602801,1,8000,12,20.8,1162512000,0,0,1135123200,1076889600,3,3,2112.0,1178.19,B5
73745,8,5.0,191302,0,12950,36,5.25,1165020977,0,0,1165019714,500949980,31,10,64200.0,22770.0,A0
73746,2,2.0,602007,1,9000,12,21.2,1140393600,0,0,1133827200,1017705600,1,1,1674.0,837.5,A1
73747,8,0.0,181233,0,25500,60,19.0,1207097629,0,0,1313367878,792894210,31,6,15400.0,12210.0,B4
73748,10,3.0,191316,0,12950,60,23.9,1188778530,0,0,1188779953,277346653,36,16,69600.0,39662.0,C2
73749,0,4.0,602507,1,7000,12,5.4,1191715200,0,0,1116288000,1022976000,3,2,1288.0,694.55,B1
73750,6,1.0,311675,2,5950,36,17.9,1165020754,0,0,1201306081,950749111,32,21,4400.0,4068.0,B5
73751,8,3.0,311663,0,15350,36,14.2,1136162115,0,0,1136162370,711246456,35,13,43800.0,40158.0,B2
73752,8,1.0,231426,1,11050,60,11.0,1138838515,0,0,1258073152,558837358,22,10,20300.0,3556.0,A4
73753,8,0.0,241459,1,10050,36,9.75,1175559195,0,0,1255912976,971655837,21,10,17500.0,2029.0,A4
73754,10,0.0,141135,1,13050,36,9.8,1054599025,0,0,1054599320,753408778,40,17,26800.0,15396.0,A3
73755,10,4.0,231402,1,21300,60,24.8,1088728321,0,0,1236471881,421978721,13,4,6100.0,1883.0,D4
73756,6,10.0,171194,0,21300,60,8.75,1136161792,0,0,1136162178,287972123,29,18,216800.0,54622.0,A3
73757,0,9.0,602409,2,9000,12,25.2,1139616000,0,0,1144886400,1086912000,6,3,3124.0,2174.64,A2
73758,0,10.0,601509,1,9000,12,11.15,1191369600,0,0,1104624000,1075852800,1,1,1215.0,818.57,A5
73759,7,8.0,291624,0,21300,60,17.15,1128211863,0,0,1128212102,582423322,39,17,51800.0,29919.0,B4
73760,10,10.0,321692,0,10400,36,15.35,1175559805,0,1,1191112247,848103107,30,16,15200.0,8675.0,B2
73761,8,5.0,131112,2,7000,36,10.45,1199318951,0,0,1199318835,703382617,19,10,25700.0,15055.0,A3
73762,2,2.0,601308,1,8000,12,6.85,1146873600,0,0,1160092800,1061769600,1,1,824.0,736.98,B0
73763,0,10.0,601606,1,7000,12,9.0,1181952000,0,0,1159401600,1080432000,4,2,1071.0,691.87,E3
73764,7,0.0,321691,1,7800,36,12.85,1199320966,0,1,1199321948,645497941,16,11,15700.0,8080.0,B0
73765,0,10.0,602602,1,9000,12,18.4,1135123200,0,0,1110412800,1029715200,1,1,1611.0,854.13,A4
73766,0,0.0,601201,1,10000,12,11.85,1174953600,0,0,1100131200,1058227200,1,1,1480.0,957.26,B2
73767,0,5.0,603005,1,9000,12,29.9,1140652800,0,0,1141948800,1023062400,1,1,1701.0,807.53,A2
73768,8,8.0,311676,0,17500,60,19.9,1154479224,0,0,1237422555,527213890,20,12,18700.0,10068.0,C4
73769,0,5.0,602602,1,9000,12,22.0,1152489600,0,0,1139011200,1038960000,2,1,1575.0,878.42,A5
73770,0,7.0,601908,1,9000,12,21.7,1156550400,0,0,1133654400,1047945600,6,4,2128.0,1842.56,A4
73771,0,9.0,602509,2,7000,12,16.65,1139184000,0,0,1110672000,1011052800,1,1,1288.0,618.57,A5
