id,total_income,total_expense,net_income,income_count,expense_count,total_tx_count,active_days,tx_frequency,last_tx_days_ago,first_tx_days_ago,span_days,income_expense_ratio,avg_income,income_std,median_income,avg_expense,expense_std,median_expense,big_income_count,big_income_ratio,stm_missing
19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
20,45391.409999999996,32555.28,12836.129999999997,6.0,76.0,82.0,72.0,1.1388888888888888,6659.0,6833.0,174.0,1.3942871939238646,7565.235,495.1587024295005,7703.125,428.358947368421,676.2759378284386,288.53999999999996,3.0,0.5,0
21,13432.58,13573.05,-140.46999999999935,4.0,56.0,60.0,55.0,1.0909090909090908,6420.0,6590.0,170.0,0.9896508153296679,3358.145,263.51753172227455,3434.115,242.37589285714284,119.44850176625408,254.10000000000002,2.0,0.5,0
22,22491.17,17508.11,4983.059999999998,6.0,58.0,64.0,51.0,1.2549019607843137,6778.0,6936.0,158.0,1.28461438720201,3748.528333333333,120.73873976713341,3739.5699999999997,301.8639655172414,417.5812642280238,216.70499999999998,3.0,0.5,0
23,13844.87,7081.949999999999,6762.920000000002,3.0,24.0,27.0,25.0,1.08,5986.0,6163.0,177.0,1.954951672638899,4614.956666666667,223.99332137861222,4588.83,295.08124999999995,380.63553740545234,181.71499999999997,1.0,0.3333333333333333,0
24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
25,26093.309999999998,25378.67,714.6399999999994,6.0,71.0,77.0,70.0,1.1,6137.0,6326.0,189.0,1.028159080005841,4348.884999999999,344.4139911380874,4370.915,357.44605633802814,506.36857421591793,308.27,3.0,0.5,0
26,9551.439999999999,10658.779999999999,-1107.3400000000001,2.0,33.0,35.0,32.0,1.09375,6635.0,6795.0,160.0,0.8961100612925578,4775.719999999999,498.6399999999999,4775.719999999999,322.9933333333333,177.29354362215508,308.84,1.0,0.5,0
27,8468.82,9321.359999999999,-852.539999999999,2.0,33.0,35.0,35.0,1.0,7306.0,7483.0,177.0,0.9085390972016381,4234.41,161.11000000000013,4234.41,282.4654545454545,145.6459521452915,258.28,1.0,0.5,0
28,7849.59,4971.42,2878.17,3.0,26.0,29.0,27.0,1.0740740740740742,6787.0,6924.0,137.0,1.5789432392397054,2616.53,118.35855130351445,2693.33,191.20846153846153,132.2947920857724,195.175,1.0,0.3333333333333333,0
29,35610.17,29545.74,6064.429999999997,6.0,57.0,63.0,58.0,1.0862068965517242,6609.0,6776.0,167.0,1.2052556476431031,5935.028333333333,558.6934847903832,5829.25,518.3463157894737,752.196353815574,328.29,3.0,0.5,0
30,51750.83,22442.8,29308.030000000002,6.0,77.0,83.0,71.0,1.1690140845070423,5473.0,5647.0,174.0,2.3058989964573984,8625.138333333334,382.54464922048277,8770.415,291.46493506493505,334.39020537146774,253.64,3.0,0.5,0
31,22022.739999999998,33138.200000000004,-11115.460000000006,6.0,93.0,99.0,93.0,1.064516129032258,7692.0,7879.0,187.0,0.6645726080274554,3670.4566666666665,209.1647924218818,3716.7200000000003,356.32473118279574,572.2515048672019,266.47,3.0,0.5,0
32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
33,25270.99,27874.74,-2603.75,6.0,76.0,82.0,73.0,1.1232876712328768,7181.0,7356.0,175.0,0.9065910569602948,4211.831666666667,299.1897839954135,4239.469999999999,366.77289473684215,589.240974878556,243.975,3.0,0.5,0
34,17135.42,23098.94,-5963.52,4.0,56.0,60.0,56.0,1.0714285714285714,7726.0,7910.0,184.0,0.7418271141125165,4283.855,211.45936967890546,4380.0,412.4810714285714,740.0741678002825,254.365,2.0,0.5,0
35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
36,25749.17,27189.54,-1440.3700000000026,6.0,62.0,68.0,62.0,1.096774193548387,6875.0,7057.0,182.0,0.9470248484914777,4291.528333333333,222.74383608506182,4329.375,438.5409677419355,674.970286241358,301.46000000000004,3.0,0.5,0
37,7552.5,8486.74,-934.2399999999998,2.0,39.0,41.0,40.0,1.025,7999.0,8183.0,184.0,0.8899176832458733,3776.25,398.25,3776.25,217.60871794871795,121.8209333023846,209.06,1.0,0.5,0
38,45358.13,27440.830000000005,17917.299999999992,6.0,62.0,68.0,61.0,1.1147540983606556,6875.0,7057.0,182.0,1.6529430778277132,7559.688333333333,334.3502068897554,7604.665,442.5940322580646,703.9527443850825,297.565,3.0,0.5,0
39,43185.670000000006,32416.95,10768.720000000005,6.0,99.0,105.0,81.0,1.2962962962962963,6320.0,6510.0,190.0,1.3321941144576468,7197.611666666668,412.44555484801737,7207.645,327.4439393939394,427.0867373778741,278.44,3.0,0.5,0
40,8528.0,9747.52,-1219.5200000000004,2.0,38.0,40.0,39.0,1.0256410256410255,5994.0,6163.0,169.0,0.8748892024971593,4264.0,311.1999999999998,4264.0,256.5136842105263,227.68657140234006,247.13,1.0,0.5,0
41,24015.28,17286.229999999996,6729.050000000003,6.0,55.0,61.0,52.0,1.1730769230769231,7783.0,7971.0,188.0,1.389272270391562,4002.5466666666666,276.8417314800803,3908.13,314.29509090909085,172.53062962713952,323.12,3.0,0.5,0
42,37010.75,29306.059999999998,7704.690000000002,6.0,95.0,101.0,85.0,1.188235294117647,6841.0,7000.0,159.0,1.262904327594262,6168.458333333333,321.6370632362232,6171.955,308.4848421052631,483.9178813825929,220.3,3.0,0.5,0
43,31918.760000000002,19098.41,12820.350000000002,5.0,45.0,50.0,47.0,1.0638297872340425,6807.0,6960.0,153.0,1.6712783942919187,6383.752,441.4371317141321,6192.5,424.4091111111111,743.0696167051382,272.69,2.0,0.4,0
44,21561.63,21946.969999999998,-385.3399999999965,6.0,75.0,81.0,73.0,1.1095890410958904,6936.0,7118.0,182.0,0.9824422231869621,3593.605,253.77712766323128,3556.9750000000004,292.62626666666665,333.69413036800967,278.81,3.0,0.5,0
45,13864.34,6970.25,6894.09,4.0,31.0,35.0,31.0,1.1290322580645162,6173.0,6346.0,173.0,1.9890735623558589,3466.085,279.0351710358391,3559.17,224.84677419354838,126.29667925006648,269.58,2.0,0.5,0
46,12494.4,12216.83,277.5699999999997,2.0,36.0,38.0,37.0,1.027027027027027,7240.0,7416.0,176.0,1.0227202964252822,6247.2,604.8000000000002,6247.2,339.3563888888889,484.51824678490226,285.895,1.0,0.5,0
47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
50,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
51,12508.130000000001,20706.27,-8198.14,6.0,62.0,68.0,60.0,1.1333333333333333,4894.0,5067.0,173.0,0.6040745145985215,2084.6883333333335,143.80797757387762,2060.315,333.9720967741936,439.53887838292496,272.085,3.0,0.5,0
52,31285.32,22056.66,9228.66,5.0,52.0,57.0,49.0,1.163265306122449,5896.0,6071.0,175.0,1.41840695729007,6257.064,410.43639339610223,6487.25,424.16653846153844,665.4312512195052,299.96000000000004,2.0,0.4,0
53,14505.75,12644.960000000001,1860.789999999999,2.0,39.0,41.0,38.0,1.0789473684210527,6023.0,6190.0,167.0,1.1471566536274407,7252.875,8.625,7252.875,324.22974358974363,460.2919183573207,279.41,1.0,0.5,0
54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
57,5743.5,18978.7,-13235.2,1.0,44.0,45.0,43.0,1.0465116279069768,6659.0,6845.0,186.0,0.3026287364096261,5743.5,0.0,5743.5,431.33409090909095,669.744771727254,256.39,0.0,0.0,0
58,34929.37,26232.21,8697.160000000003,6.0,65.0,71.0,62.0,1.1451612903225807,5899.0,6071.0,172.0,1.3315450737344836,5821.561666666667,411.176278556074,5987.3099999999995,403.57246153846154,504.86378801851333,290.73,3.0,0.5,0
59,19086.0,14042.75,5043.25,5.0,40.0,45.0,41.0,1.0975609756097562,6931.0,7118.0,187.0,1.3591354968678402,3817.2,319.018550432416,3866.62,351.06875,535.9583246120333,289.905,2.0,0.4,0
60,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
62,52609.16,27606.870000000003,25002.29,6.0,69.0,75.0,67.0,1.1194029850746268,5939.0,6107.0,168.0,1.905654643141158,8768.193333333335,233.61665506171045,8766.25,400.09956521739133,529.4217187592645,322.39,3.0,0.5,0
63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
64,29365.46,23533.67,5831.790000000001,6.0,61.0,67.0,58.0,1.1551724137931034,8523.0,8694.0,171.0,1.247806228214817,4894.243333333333,245.61148735802675,4759.0650000000005,385.797868852459,475.4781301140671,288.04,3.0,0.5,0
65,7190.01,18060.089999999997,-10870.079999999996,2.0,35.0,37.0,36.0,1.0277777777777777,5839.0,6012.0,173.0,0.39811595621073237,3595.005,82.66499999999996,3595.005,516.0025714285713,918.5613768538678,263.15,1.0,0.5,0
66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
67,10017.5,15867.29,-5849.790000000001,2.0,49.0,51.0,49.0,1.0408163265306123,6910.0,7052.0,142.0,0.6313302397175995,5008.75,397.75,5008.75,323.8222448979592,339.9709542771313,256.67,1.0,0.5,0
68,18035.45,29932.789999999997,-11897.339999999997,6.0,73.0,79.0,69.0,1.144927536231884,6415.0,6589.0,174.0,0.6025315381358527,3005.9083333333333,203.51613608562403,2998.57,410.03821917808216,598.8110674742956,308.66,3.0,0.5,0
69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
71,31272.5,13777.97,17494.53,5.0,51.0,56.0,52.0,1.0769230769230769,6135.0,6316.0,181.0,2.2697465590163324,6254.5,329.5789103082902,6160.58,270.1562745098039,189.5398800910886,255.14,2.0,0.4,0
72,28562.71,15996.48,12566.23,6.0,60.0,66.0,59.0,1.11864406779661,6870.0,7057.0,187.0,1.7855621985720882,4760.451666666667,343.4718790244051,4588.025,266.608,164.88147436668964,276.315,3.0,0.5,0
73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
76,8837.099999999999,18953.280000000002,-10116.180000000004,3.0,50.0,53.0,48.0,1.1041666666666667,6084.0,6260.0,176.0,0.46625702778272365,2945.6999999999994,160.3613419749286,3044.7,379.0656000000001,606.5771769401154,293.735,1.0,0.3333333333333333,0
77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
78,19721.399999999998,2930.1200000000003,16791.28,3.0,17.0,20.0,20.0,1.0,7634.0,7803.0,169.0,6.7305775849690175,6573.799999999999,303.59222651444793,6758.4,172.36,135.77463217102255,146.79,1.0,0.3333333333333333,0
79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
80,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
81,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
82,17721.739999999998,30733.530000000002,-13011.790000000005,5.0,68.0,73.0,66.0,1.106060606060606,6051.0,6224.0,173.0,0.5766255942426194,3544.3479999999995,86.15080043737267,3554.62,451.96367647058827,709.8787585005674,297.2,2.0,0.4,0
83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
86,15903.75,22286.34,-6382.59,6.0,68.0,74.0,65.0,1.1384615384615384,6235.0,6405.0,170.0,0.7136097716936199,2650.625,152.0933615415216,2652.25,327.74029411764707,562.157057949871,266.65,3.0,0.5,0
87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
88,20331.71,26707.639999999996,-6375.929999999997,6.0,59.0,65.0,57.0,1.1403508771929824,7668.0,7848.0,180.0,0.7612694344853657,3388.6183333333333,174.82494629549356,3423.205,452.6718644067796,710.9553389426795,316.08,3.0,0.5,0
89,20939.010000000002,34492.700000000004,-13553.690000000002,6.0,50.0,56.0,46.0,1.2173913043478262,7397.0,7563.0,166.0,0.6070562756581231,3489.8350000000005,261.7625772686641,3545.335,689.854,1058.9365980454165,330.715,3.0,0.5,0
90,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
91,18760.97,7243.079999999999,11517.890000000003,3.0,28.0,31.0,29.0,1.0689655172413792,7590.0,7757.0,167.0,2.5901922935284176,6253.656666666667,148.65437864014942,6208.4,258.6814285714285,176.7031869046082,259.355,1.0,0.3333333333333333,0
92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
93,24341.58,12174.61,12166.970000000001,6.0,43.0,49.0,43.0,1.1395348837209303,7661.0,7838.0,177.0,1.9993724643336113,4056.9300000000003,281.88508970855486,4084.83,283.1304651162791,136.54323485925684,307.49,3.0,0.5,0
94,8537.71,11827.170000000004,-3289.4600000000046,4.0,38.0,42.0,36.0,1.1666666666666667,7665.0,7838.0,173.0,0.7218726034442833,2134.4275,151.6043471301202,2111.875,311.2413157894738,327.2982025789732,253.305,2.0,0.5,0
95,13229.580000000002,20093.37,-6863.789999999997,6.0,70.0,76.0,65.0,1.1692307692307693,7272.0,7453.0,181.0,0.65840523512689,2204.9300000000003,134.05954087643295,2228.645,287.04814285714286,322.7968202856884,264.245,3.0,0.5,0
96,6767.849999999999,13105.849999999999,-6337.999999999999,3.0,39.0,42.0,39.0,1.0769230769230769,6108.0,6285.0,177.0,0.5163991652188603,2255.95,74.74783252152969,2294.83,336.04743589743583,609.4994280290872,245.7,1.0,0.3333333333333333,0
97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
98,33270.24,32454.49,815.7499999999964,6.0,89.0,95.0,86.0,1.1046511627906976,6745.0,6924.0,179.0,1.0251351969781335,5545.04,376.25279121888246,5598.9349999999995,364.65719101123597,520.1669098396297,283.89,3.0,0.5,0
99,7654.75,16328.470000000001,-8673.720000000001,3.0,50.0,53.0,49.0,1.0816326530612246,5993.0,6168.0,175.0,0.46879775015853914,2551.5833333333335,196.88980984861107,2548.5,326.56940000000003,403.424091122035,276.55,1.0,0.3333333333333333,0
100,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
101,22343.44,27599.99,-5256.550000000003,6.0,87.0,93.0,83.0,1.1204819277108433,5203.0,5377.0,174.0,0.8095452208203863,3723.9066666666663,207.781091349098,3779.0699999999997,317.2412643678161,474.3647258910233,278.81,3.0,0.5,0
102,37028.4,33561.92,3466.480000000003,6.0,93.0,99.0,85.0,1.1647058823529413,7143.0,7320.0,177.0,1.1032861051720735,6171.400000000001,454.8036499413786,6263.4,360.88086021505376,459.25242958402504,283.72,3.0,0.5,0
103,43089.34,24368.199999999993,18721.140000000003,6.0,68.0,74.0,65.0,1.1384615384615384,6940.0,7118.0,178.0,1.768261094304534,7181.556666666666,654.1497233984146,6906.605,358.3558823529411,497.03699483934525,295.195,3.0,0.5,0
104,26745.4,25302.28,1443.1200000000026,6.0,96.0,102.0,82.0,1.2439024390243902,7204.0,7363.0,159.0,1.0570351762348282,4457.566666666667,225.24302813233137,4499.165,263.56541666666664,351.679252950862,256.03999999999996,3.0,0.5,0
105,30022.69,20363.539999999997,9659.150000000001,6.0,58.0,64.0,57.0,1.1228070175438596,6901.0,7088.0,187.0,1.4743355034795358,5003.781666666667,305.99971968487523,5052.45,351.09551724137924,299.1733072708078,295.58,3.0,0.5,0
106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
107,68920.83,37926.31000000001,30994.51999999999,6.0,86.0,92.0,84.0,1.0952380952380953,6841.0,7027.0,186.0,1.8172300442142342,11486.805,903.3992418222412,11035.5,441.00360465116296,562.5632315300785,301.885,3.0,0.5,0
108,67985.68,17297.469999999998,50688.20999999999,6.0,56.0,62.0,55.0,1.1272727272727272,7121.0,7294.0,173.0,3.930382882356184,11330.946666666665,515.1678567116633,11510.42,308.88339285714284,230.66083370299333,280.635,3.0,0.5,0
109,22519.100000000002,4893.1,17626.0,3.0,20.0,23.0,22.0,1.0454545454545454,7351.0,7515.0,164.0,4.602215363552305,7506.366666666668,69.94298265174447,7467.67,244.65500000000003,174.39358796985627,267.54999999999995,1.0,0.3333333333333333,0
110,49954.5,14838.06,35116.44,6.0,48.0,54.0,46.0,1.173913043478261,6787.0,6965.0,178.0,3.366646313374751,8325.75,452.4723334083532,8221.2,309.12624999999997,194.17677268004402,297.805,3.0,0.5,0
111,10486.88,24892.31,-14405.430000000002,5.0,43.0,48.0,44.0,1.0909090909090908,7188.0,7361.0,173.0,0.4212899485655895,2097.3759999999997,149.504604557853,2043.33,578.8909302325582,924.243266202175,253.47,2.0,0.4,0
112,37794.99,30408.460000000003,7386.529999999995,6.0,80.0,86.0,76.0,1.131578947368421,7999.0,8183.0,184.0,1.2429103610888905,6299.165,515.893746804191,6208.4349999999995,380.10575000000006,634.8221169976969,258.87,3.0,0.5,0
113,30092.0,17972.34,12119.66,6.0,50.0,56.0,49.0,1.1428571428571428,6596.0,6783.0,187.0,1.674350696588516,5015.333333333333,318.29934373514226,4986.5,359.4468,484.2476246939782,284.86,3.0,0.5,0
114,33003.0,9607.0,23396.0,3.0,29.0,32.0,31.0,1.032258064516129,6005.0,6157.0,152.0,3.435307587859341,11001.0,347.32213673572073,11138.0,331.2758620689655,283.3806669179772,265.53,1.0,0.3333333333333333,0
115,37709.54,27249.440000000002,10460.099999999999,6.0,82.0,88.0,78.0,1.1282051282051282,7021.0,7198.0,177.0,1.3838647692802544,6284.923333333333,445.9406200256809,6113.715,332.310243902439,435.61565328874997,257.34000000000003,3.0,0.5,0
116,27437.67,24991.480000000003,2446.189999999995,6.0,71.0,77.0,68.0,1.1323529411764706,6960.0,7136.0,176.0,1.097880957786498,4572.945,451.00156410482657,4375.9400000000005,351.9926760563381,471.0058488616175,284.78,3.0,0.5,0
117,17115.08,10866.240000000003,6248.839999999998,2.0,47.0,49.0,45.0,1.0888888888888888,6257.0,6436.0,179.0,1.5750692050262949,8557.54,179.21000000000004,8557.54,231.19659574468093,136.29430392363457,271.01,1.0,0.5,0
118,22437.739999999998,28471.37,-6033.630000000001,6.0,91.0,97.0,83.0,1.1686746987951808,7031.0,7211.0,180.0,0.7880807983322164,3739.623333333333,270.8780799342924,3772.12,312.8721978021978,334.1079925623911,284.68,3.0,0.5,0
119,52690.14,11020.83,41669.31,6.0,45.0,51.0,48.0,1.0625,5936.0,6107.0,171.0,4.780959328400768,8781.69,618.0229001150901,9179.17,244.90733333333333,203.13666410571972,223.11,3.0,0.5,0
120,42534.8,25765.61,16769.190000000002,6.0,52.0,58.0,50.0,1.16,5170.0,5346.0,176.0,1.650836133836892,7089.133333333334,534.4409716911889,6956.25,495.4925,787.90806261038,291.34000000000003,3.0,0.5,0
121,18955.66,47690.22000000001,-28734.56000000001,6.0,91.0,97.0,89.0,1.0898876404494382,6908.0,7088.0,180.0,0.3974747862266629,3159.2766666666666,181.00586976363198,3107.61,524.0683516483517,840.703290446524,294.49,3.0,0.5,0
122,34606.55,20074.609999999997,14531.940000000006,6.0,68.0,74.0,65.0,1.1384615384615384,7662.0,7838.0,176.0,1.7238965040056127,5767.758333333334,305.46849108741515,5760.355,295.21485294117645,238.39563024945988,285.63,3.0,0.5,0
123,22155.38,30135.31,-7979.93,6.0,72.0,78.0,69.0,1.1304347826086956,7666.0,7848.0,182.0,0.7351966845293711,3692.5633333333335,245.79452981888934,3565.69,418.54597222222225,597.2129673920996,302.055,3.0,0.5,0
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
125,9201.56,18664.88,-9463.320000000002,6.0,69.0,75.0,64.0,1.171875,6108.0,6285.0,177.0,0.4929879002440418,1533.5933333333332,90.79707037613548,1569.9850000000001,270.50550724637685,268.15110981908407,253.4,3.0,0.5,0
126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1
